text	proposal	narration	posEmotion	Qjustification	negEmotion	argumentative	empathy	EN_translation
"Sehr geehtes Onlin-Team, Der Klimawandel ist selbst hier in NRW wahrnehmbar!
- Deshalb muß auch bei uns alles Mögliche getan werden, den  CO2-Aussztoß zu reduzieren!- Das können wir hier in NRW besonders gut wegen unserer langen technischen Kompetenz, die in der Zeit des REN-Programms (Mitte der 90-iger bis 2003) ihre gropße Wirkung entfaltet hat!
- Weiter gehört dazu, jetzt verstärkt die Installation von DEZENTRALEN Stromspeichen zu fördern, um schon vor Ort den volatilen Verlauf von Sonnen- und Wind-Strom zu glätten.
Das hat den weiteren Vorteil, daß große HGÜ-Ferntrassen und Höchstspannungsleitungen weitgehends nicht nötig sind.
Dann kann das von den Kraftwerksbetreibern mit Recht angeprangerte Ab- und Anfahren der Kraftwerke ( ich selbst habe Kraftwerks-Technik studiert und knapp 25 Jahre beim Bau von Großkraftwerken mitgewirkt) weitgehends vermieden werden.
Die indirekten Argumente vieler weiterer Teilnehmer, durch das Vorhalten von Kraftwerken den Blackout zu vermeiden  entbehren dann auch jeder Grundlage.
- Im Übrigen haben wir lange noch nicht mögliche Dachflächen für Photovoltaik zu nutzen ausgeschöpft: Wir müssen oder sollten keine Süddächer mehr nutzen, sonderm den 360°-Kreis zu 3/4 nutzen.
Ich mache mit einer NO-Anlage gerade die Erfahrung, daß genau dann, wenn im Hause Strom gebraucht wird, dieser auch von der Sonne geliefert wird, und, das ist besonders praktisch, mit dem ZWEIRICHTUNGS-Zähler dadiurch meine Rechnun g für den Netzstrom um die selbsterzeugten und gebrauchetn kWh niedriger wird!. Die Nutzung der Sonne vormittags von Sonnenaufgang an und Nachmittags bis zum Sonnenuntergang bewirkt ebenfalls das längere Abregreln der fossilen Kraftwerke und ergibt zusätzlich die Möglichkeit, ÜBERSCHÜSSIGEN STROM für die Erzeugung von Wasserstoff usw. zu nutzen.
Ich bin bereit geau diesen Überschuß-Strom dafür KOSTENLOS bereit zu stellen.
Mit dieser Erfahrung regeich an,  ALLE DACHFLÄCHEN von NO über O,  SO,  SW, W, und NW  mit Photovoltaik zu nutzen.
Der inzwischen stark gesunkenen Preis dafür ist ein zusätzliches Argument, diese Investition zu tätigen.- Also, alles dransetzen, die Braunkohle nicht mehr nötig zu haben.
„Speicher, Wind- und Sonnenstrom / Ersetzen Kohle und Atom!“
Deshalb sollte sich die NRW-Landesregierung dafür einsetzen, daß die zum Ende 2015 gestrichene KfW-Föderung für Stromspeicher sofort wieder in verstärktem Maße EINGEFÜHRT wird!
Mit regenrativen Grüßen aus Bergneustadt!
Klaus Schweim
Dipl.-Ing. Kerntechnik und Apparatebau"	1	1	0	0	0	1	0	"Dear Online Team, Climate change is noticeable even here in NRW!
- That's why we have to do everything possible to reduce CO2 emissions - something we can do especially well here in NRW because of our long technical competence, which had its great effect in the time of the REN program (mid-90s to 2003)!
- Further it belongs to promote now increasingly the installation of DECENTRAL electricity spokes, in order to smooth already locally the volatile course of solar and wind electricity.
This has the further advantage that large HVDC transmission lines and extra-high voltage lines are largely unnecessary.
Then the shutdown and start-up of power plants, which is rightly denounced by power plant operators (I myself studied power plant technology and worked for almost 25 years in the construction of large power plants), can be largely avoided.
The indirect arguments of many other participants to avoid the blackout by keeping power plants in operation are then also without any basis.
- By the way, we have not yet exhausted possible roof areas for photovoltaics: We do not have to or should no longer use south-facing roofs, but use the 360° circle to 3/4.
I am experiencing with a NO system that exactly when electricity is needed in the house, it is also supplied by the sun, and, this is especially practical, with the TWO-BALANCE meter, my bill for the grid electricity is lowered by the self-generated and used kWh! The use of the sun in the morning from sunrise and in the afternoon until sunset also causes the longer Abregreln of the fossil power plants and results in addition the possibility to use SURPLUS ELECTRICITY for the production of hydrogen etc..
I am ready geau this surplus current for it FREE to make available.
With this experience I suggest to use ALL ROOFS from NE over O, SO, SW, W, and NW with photovoltaic.
The meanwhile strongly decreased price for it is an additional argument to make this investment.- So, everything push to have the brown coal no longer necessary.
""Storage, wind and solar power / Replace coal and nuclear!""
Therefore, the NRW state government should work to ensure that the KfW funding for electricity storage, which was cancelled at the end of 2015, is immediately RE-INSTATED to a greater extent!
With regenerative greetings from Bergneustadt!
Klaus Schweim
Dipl.-Ing. Nuclear Technology and Apparatus Engineering"
Sie belieben in der Tat zu scherzen!	0	0	0	0	0	0	0	You are indeed joking!
"Ein konstruktiver Beitrag, der auch zukunftsfähige Perspektiven aufzeigt!!
Sie haben damit meine 100%ige Zustimmung!!
Ganz wesentlich ist auch die Forderung, dass wir Bürger unsere Meinung mutiger und nachdrücklicher vertreten müssten.
Diese möchte ich ausdrücklich unterstreichen und hoffe, dass mehr betroffene Bürger, insbesondere auch aus Holzweiler, ihre Meinung in diesem Forum zum Ausdruck bringen!!"	0	0	1	0	0	0	0	"A constructive contribution, which also shows sustainable perspectives!!!
You have with it my 100% agreement!!!
Quite essential is also the demand that we citizens would have to represent our opinion more courageously and emphatically.
I would like to underline this expressly and hope that more concerned citizens, in particular also from Holzweiler, express their opinion in this forum!!!"
"Ein Saunaofen braucht min. 5kWh, ein Ergometer liefert (mit trainierten Sportlern) 0.1-0.5kWh.
Da brauchen wir also 10-50 engagierte Sportler, die immer dann schwitzend strampeln, wenn der Ofen heizt.
Klingt nicht wirklichkeitsnah...
Zudem verbraucht Herstellung und Wartung von10-50 Ergometern bestimmt ein Vielfaches der erzeugten Energie.
Gegenvorschlag:
Fahrt mit dem Fahrrad anstatt mit dem Auto.
Ist mindestens so gesund wie saunieren, nutzt einem selbst und der Umwelt"	0	0	0	0	0	1	0	"A sauna heater needs min. 5kWh, an ergometer provides (with trained athletes) 0.1-0.5kWh.
So there we need 10-50 dedicated athletes pedaling sweaty whenever the heater heats.
Doesn't sound realistic...
In addition, the production and maintenance of 10-50 ergometers will consume many times the energy generated.
Counter-suggestion:
Ride a bike instead of driving a car.
It's at least as healthy as taking a sauna, and it's good for you and the environment."
"Durch keine seriösen Studien sind nach meiner Kenntnis Schäden durch Braunkohle an Gesundheit oder Volkswirtschaft belegt.
Sicher ist der Aufbau von großen Stromspeichern ein von allen Menschen gewünschtes Ziel.
Doch leider spielt entweder die Physik nicht mit oder wir alle sind nicht bereit die Kosten zu tragen.
Dazu noch ein Hinweis zu dem erwähnten sog. Energiewenderechner:
es wäre wünschenswert, wenn die Gestalter dieses ""Spielzeugs"" auch unmittelbar den jeweiligen Strompreis pro kwh mit angezeigt hätten.
Dann wäre sicher vielen unmittelbar klar geworden, dass sich vielleicht Beamte und die komplette Dienstleisterbranche das noch leisten will/kann, aber jedwede produzierende Industrie den Garaus aus Deutschland bereits hinter sich hat.
Was das denn wiederum für Arbeitsplätze und Wohlstand bedeutet, brauche ich nicht zu erwähnen."	0	0	0	0	1	1	1	"To my knowledge, no serious studies have proven that lignite causes damage to health or the national economy.
Certainly, the construction of large electricity storage facilities is a goal desired by all.
But unfortunately either physics does not play along or we all are not willing to bear the costs.
In addition still another reference to the mentioned so-called Energiewenderechner:
it would be desirable, if the designers of this ""toy"" had indicated also directly the respective electricity price per kwh with.
Then it would have become clear surely many immediately that perhaps officials and the complete Dienstleisterbranche still want/can afford that, but any producing industry the Garaus from Germany already behind itself has.
What this means for jobs and prosperity, I do not need to mention."
"Fliegendes Windrad für Biostrom
Um das Tempelhofer Feld leben 300.000 Anwohner*innen.
Diese benötigen niederpreisigen biologischen Strom.
Der könnte durch eine fliegendes Windrad erzeugt werden.
An Luftschiffen und Halteseilen positioniert könnte ein Konverter in großer Höhe den Strom ernten.
Andere Projekte auf der Erde werden nicht beeinträchtigt.
Die Nachbar*innen sollen die Möglichkeit haben, Genossenschaftsanteile oder Bürgeraktion für das Projekt ""Fliegendes Windrad"" zu erwerben.
Selbstverständlich müssen die Berliner*innen das ""Fliegende Windrad"" noch erfinden."	1	0	0	0	0	0	0	"Flying wind turbine for bio-electricity
300,000 residents live around the Tempelhofer Feld.
They need low-priced biological electricity.
This could be generated by a flying wind turbine.
Positioned on airships and tethers, a converter could harvest the electricity at high altitude.
Other projects on earth will not be affected.
The neighbors should have the possibility to buy cooperative shares or citizen action for the project ""Flying Windmill"".
Of course, Berliners* still have to invent the ""Flying Windmill""."
"Der Schallschutz wäre in der Tat ein großes Thema, aber insbesondere für die Anwohner.
Gerade wenn der Wind ungünstig steht, sind Musik-Events bislang eine große Belastung gewesen, zumindest am Tempelhofer Damm."	0	1	0	0	1	1	1	"Soundproofing would indeed be a big issue, but especially for residents.
Especially when the wind is unfavorable, music events have been a big nuisance so far, at least at Tempelhofer Damm."
"Das die 33% Anteil der Erneuerbaren bei der Stromerzeugung eine Milchmädchenrechnung sind, wurde Ihnen auch schon mal dargelegt.
Wieder vergessen?
Hier noch einmal zur Erinnerung.
Die von Ihnen vorgetragenen angeblichen 33% regenerative Energien zur Deckung unseres Strombedarfes belegen, dass Sie nicht verstanden haben, wie unser Netz funktioniert, denn die Zahlen basieren auf eine Milchmädchenrechnung.
Deutschland erzeugt ca. 630 TWh Strom pro Jahr.
Ich versichere Ihnen, selbst mit 800 TWh erneuerbaren Energien ließe sich unser Netz nicht 100% erneuerbar betreiben.
Je mehr erneuerbarer Zufallsstrom ins Netz geht, umso unrealistischer werden die veröffentlichten Zahlen.
Leider werden mit wachsendem Zufallsstrom auch die Probleme größer, auch bei unseren Nachbarn.
Nicht umsonst bauen unsere Nachbarn Phasenschieber ein, um ihr Netz zu schützen, wie z.B. Tschechien http://www.spiegel.de/wirtschaft/tschechien-stopp-deutschen-strom-transport-a-1036858.html oder Polen http://www.welt.de/wirtschaft/article112279952/Polen-macht-die-Grenze-fuer-deutschen-Strom-dicht.html
Das wir dem Strom teilweise noch Geld hinterher werfen müssen (negative Strompreise) zeigt, welche irrsinnigen Auswirkungen die Energiewende und der weitere Ausbau der Zufallsstromerzeuger haben.
Mit den Braunkohlekraftwerken, die bedarfsgerecht und zuverlässig Strom erzeugen konnten, gab es diese Probleme nicht.
Viel billiger war´s auch.
Verzichten können wir auf die Braunkohlekraftwerke auch nicht, denn mit Zufallsstrom lässt sich bezahlbar kein Netz aufrechterhalten."	0	1	0	0	0	0	0	"That the 33% share of renewables in power generation is a milkmaid calculation has also been explained to you before.
Forgotten again?
Here again as a reminder.
The alleged 33% of renewable energies to cover our electricity demand that you present prove that you have not understood how our grid works, because the figures are based on a milkmaid calculation.
Germany generates about 630 TWh of electricity per year.
I assure you, even with 800 TWh of renewable energy, our grid could not be run 100% renewable.
The more renewable random power goes into the grid, the more unrealistic the published numbers become.
Unfortunately, as random power grows, so do the problems, even with our neighbors.
It is not for nothing that our neighbors install phase shifters to protect their grids, such as the Czech Republic http://www.spiegel.de/wirtschaft/tschechien-stopp-deutschen-strom-transport-a-1036858.html or Poland http://www.welt.de/wirtschaft/article112279952/Polen-macht-die-Grenze-fuer-deutschen-Strom-dicht.html.
The fact that we still have to throw money after the electricity in some cases (negative electricity prices) shows the insane effects of the energy turnaround and the further expansion of random power generators.
These problems did not exist with the lignite-fired power plants, which were able to generate electricity reliably and in line with demand.
It was also much cheaper.
We can't do without lignite-fired power plants either, because random power is not an affordable way to maintain a grid."
"Hallo Herr Pecks, lesen Sie bitte die einschlägige Literatur zur leider nicht mehr abzuwendenden Klimaentwicklung.
Bei vorausgesetzter Unvoreingenommenheit werden Sie zu der Erkenntnis kommen, das selbst ein Rückfall in die Steinzeit die akzeptablere Variante zu dem zu erwartenden Szenario ist"	0	0	0	0	0	1	0	"Hello Mr. Pecks, please read the relevant literature on the unfortunately no longer avertable climate development.
With presupposed impartiality you will come to the realization that even a relapse into the stone age is the more acceptable variant to the scenario to be expected."
Richtig !!!	0	0	0	0	0	0	0	Right !!!
"Die Verkleinerung der Abbaufläche mit einer Umbaggerung des Ortes Holzweiler verbaut die Chance einer wirzschaftlichen Fortführung nach 2030, wenn sich die Rahmenbedingung entscheidend für eine weitere Kohlenförderung wenden sollten.
In NRW haben wir bereits eine mögliche Fortführung des Steinkohleabbaus gründlich verbaut, da wir die ""Pütts"" einfach haben absaufen lassen.
Damit sind diese Felder und Anschlußfelder unwiderbringlich ruiniert.
Jetzt macht unsere superschlaue Landesregierung das auch mit der Braunkohle.
Die kommenden Generation werden ihr dafür sehr dankbar sein, wenn Atom, Gas, Öl, Wind wegen Infraschallgefährdung rückläufig geworden sind.
Die Politik spricht immer von Nachhaltigkeit, meint aber"" wir werden alles dafür tun die Zukunftsperspektiven nachhaltig zerstören"" Ich frage mich allen Ernstes, wie dies einer Frau Kraft, die mal Unternehmensberaterin war, hat passieren können."	0	0	0	0	1	1	0	"The reduction in the size of the mining area with a re-dredging of the Holzweiler site blocks the chance of an economic continuation after 2030 if the framework conditions should turn decisively in favor of further coal production.
In North Rhine-Westphalia, we have already thoroughly obstructed a possible continuation of coal mining because we have simply allowed the ""pütts"" to sink.
This has irretrievably ruined these fields and connecting fields.
Now our super-smart state government is doing the same with lignite.
The coming generation will be very grateful to it for that, when atom, gas, oil, wind have become declining because of infrasound danger.
The policy always speaks of sustainability, but means"" we will do everything to destroy the future prospects sustainably"" I ask myself in all seriousness, how this could have happened to a Mrs. Kraft, who was once a management consultant."
"Ich möchte hier als Bürger Wanlos meine subjektive Meinung darstellen (...und ich glaube, ich stehe nicht ganz so alleine mit meiner Meinung da).
1. Keine Steuerlichen oder ähnliche Vergünstigungen trotz Wertverlust meiner Immobilie...
2. 1998 beim Kauf meiner Immobilie wurde die Grenze, Orzsgrenze zum Tagebau auf Höhe der Karott angegeben 500 Meter ca. Jetzt sind es 50 Meter ca....
3. Bei Schäden an meiner Immobilie durch den Tagebau bin ich in der Beweispflicht als Privatmann ...beim ""Unter Tagebau"" ist das anders herum....
4....unabhängige Gutachter (also Gutachter meiner freien Wahl, nicht die im Moment praktizierte Variante) die einem kostenfrei zur Seite stehen... gibt es nicht...
5...eine kostenlose Vermessung des Hauses im vorhinein, damit sich Setzungen und Schieflage des Hauses nachweisen lassen gibt es nicht...
ich rede nicht von Meßpunkten die an Häusern angebracht werden wo von vornherein bekannt ist, daß sich diese Stelle des Hauses niemals senken wird, aber wahrscheinlich die andere Seite des Hauses...
Ich habe nicht nur Einschränkungen durch den Tagebau gesundheitlich (Feinstaub, Lärmbelästigung, Verkehrssituation , Sandige Autos und Fensterscheiben je nach Windlage, sich ändernde Spaltmaße von Fugen von Haus zur Anbauhütte)..nein  dafür werde ich auch noch bestraft...warum eigenlich???
Find ich echt Scheiße... Gruß vom ""Loch"""	0	1	0	1	1	1	0	"I would like to present here as a citizen Wanlos my subjective opinion (...and I think I am not quite so alone with my opinion).
1. no tax or similar benefits despite loss of value of my property ...
2. 1998 with the purchase of my real estate the border, Orzsgrenze to the opencast mine at height of the Karott was indicated 500 meters approx. Now it is 50 meters approx....
3. with damage to my real estate by the surface mining I am in the burden of proof as a private citizen ...with the ""under surface mining"" it is the other way around....
4....independent surveyors (i.e. surveyors of my own choice, not the variant practiced at the moment) who are available to assist me free of charge.... there is not...
5...a free measurement of the house in advance, so that settlements and inclination of the house can be proved does not exist...
I am not talking about measuring points that are placed on houses where it is known from the beginning that this part of the house will never settle, but probably the other side of the house will...
I have not only restrictions by the opencast mining health (particulate matter, noise pollution, traffic situation, sandy cars and window panes depending on the wind situation, changing gap dimensions of joints from house to cultivation hut)..no for it I am also still punished...why eigenlich???
I find really shit... Greeting from the ""hole"
"Eine Nacht im T-Feld.
Wie wäre es, eine einzelne Nacht das T-Feld zu öffnen für Camping, Leben, Erleben, Grillen, Musik, Spaß.
Das ganze unter einem Motto.
Ich denke da an die Fete-de-la-musique oder Kulturkarneval oder auch Olympiadings ..
Erst gemeinsam (offiziell) feiern, dann nach Geschmack in neuen zusammengefundenen Gruppen zusammen grillen, dann heiern und einen tollen Sonnenaufgang genießen!"	1	1	1	0	0	0	0	"A night at T-Field.
How about opening the T-Feld for a single night for camping, living, experiencing, barbecuing, music, fun.
The whole thing under one motto.
I think of the Fete-de-la-musique or cultural carnival or even Olympiadings ...
First we celebrate together (officially), then we grill together in new groups according to taste, then we celebrate and enjoy a great sunrise!"
"Ich kann nicht nachvollziehen, dass genehmigte Abbauflächen und die damit verbundenen Dinge durch eine neue Entscheidung wieder geändert werden.
Wie soll ein Unternehmen überhaupt noch für die Zukunft planen können, heute ist es das RWE, morgen ein anderes Unternehmen.
Hier sind in hohem Maße Arbeitsplätze damit verbunden, sowohl eigene, aber auch viele bei anderen Firmen, bis hin zum Metzger und Bäcker usw. Sie alle haben über viele Jahrzehnte von einem guten, verantwortungsvollem Unternehmen profitiert.
Die Politik stellt aber nach meiner Meinung leichtfertig ein solches Unternehmen immer wieder vor neuen Herausforderungen.
Viele haben sich auf die Braunkohle eingeschossen, und dabei wird ignoriert das es ohne die heimische Kohle überhaupt nicht gehen kann.
Unsere Nachbarländer lachen sich kaputt über die Haltung der Deutschen, erst Ausstieg aus der Kernenergie, und als nächstes kommt die Braunkohle dran, armes Deutschland sage ich dazu."	0	0	0	1	1	1	0	"I cannot understand that approved mining areas and the things connected with them are changed again by a new decision.
How should a company be able to plan for the future at all, today it is RWE, tomorrow another company.
To a large extent, jobs are associated with this, both our own, but also many at other companies, right down to the butcher and baker etc. They have all benefited over many decades from a good, responsible company.
However, in my opinion, politics recklessly keeps challenging such a company.
Many have focused on lignite, ignoring the fact that we cannot do without domestic coal at all.
Our neighboring countries are laughing their heads off at the attitude of the Germans, first the exit from nuclear energy, and next it's lignite's turn, poor Germany, I say."
zugunsten	0	0	0	0	0	0	0	in favor of
"Meine Güte!
Auch Sie, von Ideologie getrieben, wollen es nicht verstehen!
Die bisher höchsten (und tendenziell weiter steigenden) Subventionen sind die der Erneuerbaren!
Alles bisher dagewesene (ausgeschlossen die subventionsfreie Braunkohle) stellen sie in den Schatten!
Auch, wenn Sie dies ignorieren, ändern Sie nichts dran!!
Ohne diese Subventionen sowie ohne dem staatlichen Vorrang der Einspeisung wäre das System nicht überlebensfähig!
Deshalb meinen ja auch unsere Nachbarländer, wir wären ""bekloppt"", was sogar Minister Gabriel einst mal erwähnte (wenn auch jetzt ""vergessen"")!
Somit warten also unsere Nachbarn nur darauf, bis hier alles heimische den Bach runter ist!
Und nicht vergessen, CO2 kennt keine ""Grenzen""!!!"	0	1	0	0	1	1	0	"My goodness!
Even you, driven by ideology, don't want to understand!
The highest subsidies to date (and trending upward) are those of renewables!
They dwarf everything that has gone before (excluding subsidy-free lignite)!
Also, if you ignore this, you change nothing at it!!!
Without these subsidies as well as without the state priority of the feed-in, the system would not be able to survive!
That's why our neighboring countries think we are ""crazy"", which even Minister Gabriel once mentioned (although now ""forgotten"")!
Thus our neighbors wait thus only for it, until here everything domestic is the brook down!
And do not forget, CO2 knows no ""borders""!!!"
Als Stadtplaner liegt mir der Erhalt besonders aus historischen Gründen sehr am Herzen, als aktiver Spieler seit Anfang der 90-er Jahre halte ich die Anlage für eine der faszinierendsten in ganz Deutschland mit großem Potenzial für die weitere Entwicklung.	0	1	1	0	0	1	0	As an urban planner, the preservation is very close to my heart especially for historical reasons, as an active player since the early 90's I consider the facility one of the most fascinating in all of Germany with great potential for further development.
"Werter Herr Pecks, würden Kassandrarufe wie Ihrer, die wir in der Energiepolitik seit vielen Jahrzehnten kennen, zutreffen, säßen wir ja längst wieder ""auf den Bäumen""!
Und würden ""bei Dunkelheit mir kalten Hintern"" überwintern, etc. etc. ...
Ihre Verweigerung konstruktiver Zusammenarbeit für eine Energiezukunft ohne Kohle hat schon etwas von einer Tragödie.
Mich erinnert das an die Ruderer einer Galeere, die angesichts der Einsicht, dass die Lecks das Schiff zum Sinken bringen werden, sich selbst an die Ruderbänke anketten, um so das Verhängnis abzuwenden.
Will sagen: Sie tun sich und den RWE-Mitarbeitern sicher keinen Gefallen, wenn Sie die regenerative Stromwirtschaft der Zukunft bekämpfen.
Und zwar umso mehr, je stärker sich Ihre Positionen bei den Entscheidungen der Landesregierung durchsetzen.
Machen Sie lieber die Rettungsboote klar!"	0	1	0	0	0	1	0	"Dear Mr. Pecks, if Cassandra calls like yours, which we have known in the energy policy for many decades, would be true, we would be sitting ""on the trees"" again long ago!
And would hibernate ""in the dark with cold butts"", etc. etc. ...
Your refusal of constructive cooperation for an energy future without coal has something of a tragedy.
It reminds me of the rowers of a galley who, realizing that the leaks will cause the ship to sink, chain themselves to the oars to avert disaster.
In other words, you are certainly not doing yourself or RWE employees any favors by fighting the regenerative power industry of the future.
And all the more so the more your positions prevail in the decisions of the state government.
Better get the lifeboats ready!"
"Der Ausstieg aus der einzigen noch vorhandenen heimischen energiequelle der Braunkohle ist doch schon gesetzt, spätestens 2045.
Alle sollten die Zeit bis dahin nutzen, die erneuerbaren Energie zu speichern und preiswerter zu machen, sonst kann das Industrieland Deutschland die Energie nur aus den subvensioniereten erneuerbaren Energien nicht mehrt bezahlen."	0	0	0	0	0	1	0	"The phase-out of lignite, the only remaining domestic energy source, has already been set, no later than 2045.
Everyone should use the time until then to store renewable energy and make it cheaper, otherwise the industrial country Germany can no longer pay for the energy only from the subsidized renewable energies."
"Ich bin in NRW aufgewachsen und habe mir später einen Arbeitsplatz in der Windbranche gesucht.
Mir tat es persönlich weh, als Rösler, Altmeyer und jetzt Gabriel zigtausende von Arbeitsplätzen zerstörten, vor allem in der Solarbranche.
Auch ich war davon direkt betroffen.
NRW profitiert nach wie vor erheblich von der Windbranche, weil dort sehr viele Komponentenhersteller sitzen.
Die Energiewende bringt in diesem Sinne auch eine Industriewende mit sich.
Umschichtung in die regenerativen Energien.
Das ist schon Praxis.
Das große Geld zieht derzeit nach (Devestment).
Es wird definitiv keine neuen Investitionen mehr geben in neue fossile Kraftwerke in D.
Daher wird die Braunkohle eher von den Bankern den Todesstoß bekommen, nicht von protestierenden Bürgern.
Darauf sollten sich alle einstellen und nicht auf alten Gewohnheiten bestehen, die mittlerweile wirklich veraltet sind.
Meine Windeln waren damals mit Staub bedeckt, wenn die Kokereien aktiv waren (hat meine Mutter erzählt).
Ich bin glücklich, dass wir es heute anders machen können - und vielfach auch schon tun.
Die Verhandlungen in Paris sind noch zugange, trotzdem erlaube ich mir den Standpunkt, dass dies der Wendepunkt in der fossilen Energietechnik ist.
Niemand (langfristige Investoren) wird mehr das Risiko auf sich nehmen, auf ein totes Pferd zu setzen.
Wer diese Tatsachen nicht sehen möchte (liebe Frau Kraft), wird nicht mehr weit ""reiten"" können.
Hier kommt mein Optimismus durch und ich hoffe sehr, dass die Landespolitiker auch die Zeiten der Zeit erkennen, bevor die Finanzwelt ein Machtwort spricht."	0	1	1	0	1	1	0	"I grew up in NRW and later looked for a job in the wind industry.
It hurt me personally when Rösler, Altmeyer and now Gabriel destroyed tens of thousands of jobs, especially in the solar industry.
I was also directly affected by this.
NRW still benefits considerably from the wind industry because a great many component manufacturers are located there.
In this sense, the energy turnaround also entails an industry turnaround.
Shifting to renewable energies.
This is already happening.
Big money is currently following suit (divestment).
There will definitely be no new investments in new fossil power plants in Germany.
Therefore, lignite will rather get the death blow from the bankers, not from protesting citizens.
Everyone should adjust to this and not insist on old habits that are really outdated by now.
My diapers were covered with dust back then when the coking plants were active (my mother told me).
I'm happy that we can - and in many cases already do - do things differently today.
Negotiations in Paris are still ongoing, but I still take the liberty of saying that this is the turning point in fossil energy technology.
Nobody (long-term investors) will take the risk of betting on a dead horse anymore.
Those who do not want to see these facts (dear Mrs. Kraft) will not be able to ""ride"" far.
This is where my optimism comes through and I sincerely hope that state politicians will also recognize the times before the financial world puts its foot down."
"ausgewiesene Bereiche mit WLAN-Hotspots
es wäre schön, sich im Sommer unter ein paar schattige Bäume setzten zu können und ein paar Stunden auf dem THF entspannt zu arbeiten"	1	0	0	0	0	0	0	"designated areas with WLAN hotspots
it would be nice to be able to sit under some shady trees in the summer and spend a few hours relaxing on the THF"
"Braunkohle ist der schmutzigste fossile Energieträger, der in der Bundesrepublik Deutschland mit einem miserablen Wirkungsgrad genutzt wird (Verstromung).
Ein weiteres Festhalten an der Braunkohle als Energieträger macht Deutschlands Klimaschutzpolitik unglaubwürdig.
Es leistet einen Beitrag zur Gefährdung des Weltklimas, unterminiert das 2-Grad-Ziel (Eindämmen der globalen Erwärmung) und verzögert die Energiewende.
Während alle Welt nach Paris schaut und wir einen Durchbruch bei COP 21 brauchen, wird hier versucht, der Braunkohlenutzung Legitimation zu verschaffen."	0	1	0	0	0	1	0	"Lignite is the dirtiest fossil fuel, which is used in the Federal Republic of Germany with a miserable efficiency (power generation).
Continued adherence to lignite as an energy source makes Germany's climate protection policy untrustworthy.
It contributes to endangering the global climate, undermines the 2-degree target (curbing global warming) and delays the energy transition.
While the whole world is looking to Paris and we need a breakthrough at COP 21, this is an attempt to give legitimacy to lignite use."
"Tja, genau so ist das mit der Perspektive: auf jeden Fall gut gemeint...
Aber warum nicht auf einem Teil des Feldes solche Projekte und auf einem anderen Teilstück die echten Bedürfnisse nach richtigem Wohnraum verwirklichen?
Die rasante Entwicklung der jüngsten Ereignisse wird uns wohl zu letzterem zwingen.
Lasst uns solidarisch handeln!
So, wie es sich für eine weltoffene Großstadt gehört."	1	1	1	1	0	1	0	"Well, that's exactly how it is with perspective: definitely well-intentioned....
But why not realize such projects on one part of the field and the real needs for real housing on another?
The rapid development of recent events will probably force us to the latter.
Let us act in solidarity!
As befits a cosmopolitan big city."
"Der Bereich wäre ja nicht für eine kleine Gruppe, sondern für alle.
Es geht ja um eine Art Trainings-Park, wo man etwas zum Klettern etc. hat und auch andere Dinge tun kann, als Laufen, Ball-Spielen etc.
Meiner Meinung nach, wertet dieses Projekt das Feld nur auf und nimmt nicht einen Teil weg."	0	0	0	0	0	1	0	"The area wouldn't be for a small group, after all, but for everyone.
After all, it's about a kind of training park, where you have something to climb etc. and do other things than running, playing ball etc.
In my opinion, this project only enhances the field and does not take away a part."
"Hier ist viel geschrieben worden, aber am besten gefällt mir der Satz :
Lichtblicke beim Öko-Strom-Gewinn bei 500 Millionen Euro.
Da kann man die EEG Umlage doch einstellen."	0	0	1	0	0	1	0	"A lot has been written here, but I like best the sentence :
Lichtblicke in the eco-electricity profit at 500 million euros.
There one can stop the EEG apportionment nevertheless."
