text	proposal	narration	posEmotion	Qjustification	negEmotion	argumentative	empathy	EN_translation
"Ich teile die Auffassung der Landesregierung, dass sich die energiepolitischen  und wirtschaftlichen Rahmenbedingungen geändert haben und der Tagebau Garzweiler II verkleinert werden soll.
Dadurch wird eine Umsiedlung der Ortschaft Holzweiler und der Siedlung Dackweiler in meiner Heimatgemeinde Titz vermieden.
Der zeitliche Rahmen für den Kohleabbau ist im Entwurf der Leitentscheidung nicht geändert und gilt weiterhin bis 2045.
Unter den sich ständig weiterentwickelnden Kapazitäten der erneuerbaren Energieversorgung ist diese lange Zeitspanne nicht gerechtfertigt.
Zudem nehmen auch aus wirtschaftlichen Gründen schon jetzt zunehmend potente Geldgeber wie etwa die Allianz als weltweit größter    Versicherer Abstand von weiteren Investitionen in die Kohleindustrie.
Aktuell fordert die Bundesumweltministerin Barbara Hendricks einen Fahrplan für einen früheren Ausstieg aus der Kohle.
Vor diesem Hintergrund fordere ich, dass regelmäßig ein  Monitoring die energiepolitische Notwendigkeit der Abbaumasse und des Abbauzeitraums für den Tagebau Garzweiler II überprüft und den Zeitraum des Abbaus neu bewertet.
Es ist sicherzustellen, dass für die Rekultivierung die abgebauten Lößschichten in hinreichendem Maße zur Verfügung gehalten werden.
Die für den Tagebau notwenigen Schutzwälle sind ohne kontaminierten Bauschutt und Abraum zu erstellen und nach Ende des Tagebaubetriebs wieder abzubauen."	1	0	0	0	0	1	0	"I share the state government's view that the energy policy and economic conditions have changed and that the Garzweiler II open pit mine is to be downsized.
This will avoid the resettlement of the village of Holzweiler and the settlement of Dackweiler in my home community of Titz.
The time frame for coal mining has not been changed in the draft lead decision and continues to apply until 2045.
Under the constantly evolving capacities of renewable energy supply, this long time frame is not justified.
Moreover, also for economic reasons, increasingly potent financiers such as Allianz, the world's largest insurer, are already refraining from further investments in the coal industry.
Currently, the German Environment Minister Barbara Hendricks is calling for a roadmap for an earlier phase-out of coal.
Against this background, I call for regular monitoring to review the energy policy necessity of the mining volume and the mining period for the Garzweiler II open pit mine and to reassess the mining period.
It must be ensured that sufficient quantities of the mined loess layers are kept available for recultivation.
The protective walls required for open pit mining are to be constructed without contaminated construction debris and overburden and are to be dismantled at the end of open pit mining operations."
"Die Braunkohleverstromung ist eine der umweltschädlichsten Arten der Energieerzeugung.
NRW tut sich keinen Gefallen, daran festzuhalten.
Es hängt ein Negativ-Image wie ein Bleigewicht daran (""Ihr seid von gestern"").
Denjenigen, die damit derzeit ihren Lebensunterhalt (oder dicke Gehälter) verdienen mag diese Erkenntnis nicht gefallen.
Was jetzt gefragt ist, ist nicht ein trotziges und z.T. aggressives ""Weiter so!"", sondern die Erkenntnis, dass nur ein Umdenken zukunftsfähig ist, je eher desto besser.
Bitte denken Sie 20 oder 30 Jahre weiter.
Braucht es noch Argumente?
Hier sind genügend.
Feinstaub- und Quecksilberbelastung, Enteignung und Kulturvernichtung in den Abbaugebieten, Klimawandel, Extremwetterereignisse, Überschwemmungen und extreme Trockenheit, Klimaflüchtlinge.
Anstieg des Meeresspiegels.
NRW ist ohnehin schon dicht besiedelt will es auch noch die Klimaflüchtlinge aus Bangladesh u.a. Regionen aufnehmen?"	1	0	0	1	0	1	0	"Lignite-fired power generation is one of the most environmentally damaging forms of energy production.
NRW is not doing itself any favors by sticking with it.
It has a negative image attached to it like a lead weight (""You're yesterday's news"").
Those who currently earn their living (or fat salaries) from it may not like this realization.
What is needed now is not a defiant and sometimes aggressive ""Keep it up!"" but the realization that only a rethink is sustainable, the sooner the better.
Please think 20 or 30 years ahead.
Do you still need arguments?
Here are enough.
Particulate matter and mercury pollution, expropriation and cultural destruction in mining areas, climate change, extreme weather events, floods and extreme drought, climate refugees.
Sea level rise.
NRW is already densely populated does it want to take in climate refugees from Bangladesh and other regions?"
Ohne CO2 gibt es auch keinen Pflanzenwuchs.	0	0	0	0	0	1	0	Without CO2 there is also no plant growth.
"Tolles Forschungsfeld
Zusammenarbeit mit der Wissenschaft.
Mögliche Forschungsfragen:
Welche Bedeutung hat das freie Feld für das Stadtklima?
(Temperatur, Luftbewegung, Schadstoffe....)
Wie verändert die Nutzung des Feldes durch die Bevölkerung auch die Randgebiete?
(eher soziologisch oder auch stadtplanerisch)
Ändert sich durch die Diskussion, Entscheidung und Beteiligung das Politikverständnis/ die Wahlbeteiligung? (bei wem? wie nachhaltig?)
..."	1	0	0	0	0	0	0	"Great field of research.
Collaboration with academia.
Possible research questions:
What is the importance of the open field to the urban climate?
(Temperature, air movement, pollutants....)
How does the use of the field by the population also change the peripheral areas?
(more sociological or also urban planning).
Does the discussion, decision and participation change the understanding of politics/ turnout? (in whom? how sustainable?)
..."
Und da haben SIE noch nicht gepostet?	0	0	0	0	0	0	0	And that's when YOU haven't posted yet?
"Die Wetterextreme gehen aber ehr zurück, wie z.B. Hochwässer, wenn man auf historische Hochwassermarken schaut http://real-planet.eu/hochwasser.htm, oder auch Hirricane http://www.nhc.noaa.gov/pdf/nws-nhc-6.pdf.
Sogar die Wüsten werden grüner http://klimanotizen.de/2011.12.23_Sahara_wird_gruener.pdf.
Der Meeresspiegel steigt seit dem Ende der letzten Eiszeit um gut 120m, zum Glück aber immer langsamer https://upload.wikimedia.org/wikipedia/commons/1/1d/Post-Glacial_Sea_Level.png.
Zudem ist CO2 ein prima Pflanzendünger.
So ist Braunkohle nicht nur subventionsfrei, sondern erbringt noch weiteren Folgenutzen.
Ein Wirkungsgrad von teilw.>45%, wie ihn moderne Braunkohlekraftwerke haben ist ein top Wert für ein Wärmekraftwerk.
Ihre Heizung erzeugt keinen Strom und lässt sich darum nicht mit einem Kraftwerk vergleichen.
Wie ""killt"" man eigentlich einen statistischen Mittelwert?
Selbst wenn man den CO2-Klimaquatsch glaubt, ist historisch belegt und unstrittig, dass warme Zeiten für Mensch und Natur immer gute Zeiten waren.
http://www.nzz.ch/articlef6pw0-1.361531"	0	0	0	1	0	1	0	"But the weather extremes are going down ehr, like floods, if you look at historical high water marks http://real-planet.eu/hochwasser.htm, or even Hirricane http://www.nhc.noaa.gov/pdf/nws-nhc-6.pdf.
Even the deserts are getting greener http://klimanotizen.de/2011.12.23_Sahara_wird_gruener.pdf.
Sea levels have been rising a good 120m since the end of the last ice age, but fortunately at an ever slower rate https://upload.wikimedia.org/wikipedia/commons/1/1d/Post-Glacial_Sea_Level.png.
In addition, CO2 is a great fertilizer for plants.
Thus brown coal is not only subsidy-free, but yields still further consequence use.
An efficiency of partly >45%, as modern lignite-fired power plants have, is a top value for a thermal power plant.
Your heating system does not generate electricity and therefore cannot be compared with a power plant.
How do you actually ""kill"" a statistical mean value?
Even if you believe the CO2 climate nonsense, it is historically proven and undisputed that warm times were always good times for man and nature.
http://www.nzz.ch/articlef6pw0-1.361531"
"Das die angeblichen 30% Anteil der Erneuerbaren Energien eine Milchmädchenrechnung sind, wurde hier auch schon mehrfach dargelegt.
Ebenso, dass die Energieerzeuger nichts verschlafen haben, sondern Energie gesetzlich verpflichtend liefern müssen, was mit erneuerbaren Zufallsstrom nicht geht und sie von der exorbitanten Zufallsstromvergütung ausgenommen wurden.
Zur Erinnerung Wind, Wasser und Biomasse waren die Energien der Steinzeit, die nicht umsonst von der preiswerten Kohle abgelöst wurden.
Die erstgenannten Energien stürzen uns wieder in energiepolitische Mittelalter.
zu Ihren Wünschen:
zu 1. Den Tagebau in der ursprünglichen Größe aufschließen (einschl. Holzweiler).
Die Kohle wird gebraucht.
zu 2. Wenn weniger Kohle gebraucht wird, hält sie umso länger.
Da die Gesetze der Physik und Ökonomie auch in 100 Jahren noch gelten, ist ein Ausstieg aus der Braunkohleverstromung unverantwortlich.
zu 3. Forschung ist richtig und gut.
Dabei sollte aber berücksichtigt werden, was technisch und/oder ökonomisch möglich ist.
zu 4. Selbst einfacher zu verwirklichende Projekte waren nicht durch zu bringen (Rursee).
Vorhandene PSW werden stillgelegt (Köpchenwerk).
zu 5. Power to Gas ist unbezahlbar.
zu 6. Das ist richtig und wichtig, aber ein anderes Thema.
Ein Umstieg auf Ökostrom könnte ich mit meinem ökologischen Gewissen nicht vereinbaren.
http://www.welt.de/debatte/kommentare/article131347057/Wie-die-Energiewende-Deutschlands-Natur-zerstoert.html
Mit meinem sozialen Gewissen schon gar nicht, da sich einige Reiche, die in erneuerbaren Zufallsstrom investiert haben, auf Kosten der Armen, die das nicht können, die Taschen voll stopfen."	0	1	0	0	0	1	1	"That the alleged 30% share of renewable energies is a milkmaid calculation has already been explained here several times.
Likewise, that the energy producers have slept nothing away, but must deliver energy legally obligatory, which is not possible with renewable random electricity and they were excluded from the exorbitant random electricity remuneration.
As a reminder wind, water and biomass were the energies of the stone age, which were not replaced by cheap coal for nothing.
The former energies are plunging us back into energy medieval times.
To your wishes:
To 1. open up the opencast mine in its original size (including Holzweiler).
The coal is needed.
To 2. if less coal is needed, it will last all the longer.
Since the laws of physics and economics will still apply in 100 years, a phase-out of lignite-fired power generation is irresponsible.
Re 3: Research is right and good.
But it should take into account what is technically and/or economically possible.
To 4. even projects that were easier to realize could not be implemented (Rursee).
Existing PSW are shut down (Köpchenwerk).
To 5. power to gas is unaffordable.
To 6. that is correct and important, but another topic.
I could not reconcile a switch to green power with my ecological conscience.
http://www.welt.de/debatte/kommentare/article131347057/Wie-die-Energiewende-Deutschlands-Natur-zerstoert.html
Certainly not with my social conscience, since some rich people who have invested in renewable random power are lining their pockets at the expense of the poor who cannot."
"als inoffizieller FKK
Bereich hat sich der Busch-reiche Teil oberhalb der nördlichen Startbahn etabliert.
hier ist man vor all zu neugierigen Blicken geschützt und unter sich."	0	1	0	0	0	1	0	"as an unofficial naturist
area is the bushy part above the northern runway.
Here you are protected from all too curious looks and among themselves."
"Trotz künstlicher Zusatzabgaben wie EEG-Zertifikate ist Braunkohlestrom unschlagbar günstig und die Erneuerbaren Zufallseinspeisungen müssen per Gesetz geschützt werden (vorrangige Einspeisung), weil diese sonst nie Konkurrenzfähig wären.
Die Dinosaurier wren eine Erfolgsgeschichte der Evolution, die > 100 Mio. Jahre den Planten beherrschten und erst durch eine Naturkatastrophe ausgestorben sind.
Die Energien der Steinzeit und der Antike, wie Wind, Wasser und Biomasse sind auch nicht umsonst von preiswerter und zuverlässiger Kohle abgelöst worden.
Zufallsstrom ist nie über 24 Stunden verfügbar, da sie dann die einzelnen Quellen derart ausbauen müssen, um die zwangsweise fehlenden Kapazitäten zu ersetzen.
Abgesehen davon, dass das unbezahlbar wäre, würde das zu massiven Problemen führen, wenn die anderen Zufalssstromeinspeisungen zu 100% funktionieren.
Die Schwankungsamplitude der Zufallsstromeinspeisung ist jetzt schon kaum noch auszubalancieren, wird die Amplitude größer, wird´s unmöglich.
Wir geben > 20 Mrd. €/a zur Zufallsstrom aus, Ihre Vorschläge machen den Strom unbezahlbar und gefährdet unsere Netzstabilität und damit den Wirtschaftstandort Deutschland."	0	0	0	0	0	1	0	"Despite artificial additional charges like EEG certificates, lignite power is unbeatably cheap and the renewable random feeds have to be protected by law (priority feed), because otherwise they would never be competitive.
The dinosaurs were a success story of evolution, which dominated the planet for > 100 million years and only died out due to a natural disaster.
The energies of the Stone Age and ancient times, such as wind, water and biomass have also not been replaced by cheap and reliable coal for nothing.
Random power is never available for more than 24 hours, because then they have to expand the individual sources in such a way to replace the forced lack of capacity.
Aside from being unaffordable, this would cause massive problems if the other random power feeds were operating at 100%.
The fluctuation amplitude of the random power feed-in is already almost impossible to balance, and if the amplitude gets larger, it becomes impossible.
We spend > 20 billion €/a on random power, your proposals make power unaffordable and endanger our grid stability and thus Germany as a business location."
"Ich bin für die Leitentscheidung und die Fortführung des Tagebaus Garzweiler 2.
Nach dem politischen Ausstiegsbeschluß aus der Kernenergie werden wir 2022 auf die sichere und verfügbare Braunkohle zurückgreifen können und müssen.
Alles Andere macht keinen Sinn, denn die Volatilität der regenerativen Stromerzeugung wird sich natürlich nicht ändern.
Daher benötigen wir in unserem Land Backup-Kapazitäten die unabhängig von Importenergie sind - oder wollen wir uns wirklich selbst demontieren?
Selbstverständlich steht die konventionelle Erzeugung zur Zeit unter wirtschaftlichem Druck, dennoch befürworte ich eine faire Diskussion in der die Nutzung von regenerativer Energie aber auch die Nutzung der Braunkohle zur Verstromung, Veredelung und zur weiteren stofflichen Nutzung einen entscheidenden Platz finden.
Regionale Wertschöpfung, gut Jobs und qualitativ hochwertige Ausbildungsplätze müssen wir gegen den sicherlich stattfindenden Eingriff in die Natur abwägen.
Wir brauchen in der Diskussion mehr Miteinander und weniger verhärtete Fronten, in diesem Sinne fordere ich alle Beteiligten auf zu agieren.
Das posten von Schlagwörtern und Verschanzen hinter Ideologischen Fronten bring uns nicht nach Vorne.
Die Energiewende braucht auch die Braunkohle um zu funktionieren, da bin ich mir sicher."	0	0	0	1	1	1	0	"I am in favor of the lead decision and the continuation of the Garzweiler 2 open pit mine.
After the political decision to phase out nuclear energy, we will be able and obliged to fall back on safe and available lignite in 2022.
Anything else makes no sense, because the volatility of renewable power generation will of course not change.
Therefore, we need backup capacities in our country that are independent of imported energy - or do we really want to dismantle ourselves?
Of course, conventional generation is currently under economic pressure, but I am in favor of a fair discussion in which the use of renewable energy but also the use of lignite for power generation, refinement and further material use find a decisive place.
We have to weigh regional value creation, good jobs and high-quality apprenticeships against the encroachment on nature that will certainly take place.
We need more togetherness in the discussion and less hardened fronts, in this sense I call on all parties to act.
Posting buzzwords and entrenching ourselves behind ideological fronts will not bring us forward.
The energy transition also needs lignite to work, I am sure of that."
"Um die Netzfrequenz (50 Hertz) aufrecht zu erhalten, dürfen die konventionellen Kraftwerke je nach ""Wetterlage"" aufgrund von teilweise erheblicher, unkontrollierter Einspeisung der Erneuerbaren nur bis auf eine bestimmte Kapazität gedrosselt werden!
Bei Abweichungen der Netzfrequenz regeln die konventionellen Kraftwerke das Netz!
Dies geschieht bereits bei Abweichungen von +/- 0,01 Hertz!
Geregelt wird über die Kraftwerksturbinen!!
Somit besteht also ein ""Zwang"", unkontrollierte eingespeiste Überkapazitäten in Form von hochsubventioniertem Ökostrom ins Ausland abzugeben!
Das schlimme daran ist, daß dies auch noch gegen eine Gebühr geschieht, die der Netzbetreiber zahlen muß und welche letztlich ebenfalls der Verbraucher trägt!
Soviel zum Thema Überkapazitäten!!
Desweiteren wurde auf dieser Plattform mehrfach darauf hingewiesen, daß die Physik und Ökonomie nunmal nicht wegdiskutiert werden kann, was resultierend bedeutet, daß eine Überprüfung hinsichtlich des zukünftigen Bedarfs eher in eine andere Richtung notwendig sein dürfte!"	0	0	0	0	0	1	0	"In order to maintain the grid frequency (50 Hertz), the conventional power plants may only be throttled down to a certain capacity depending on the ""weather situation"" due to sometimes considerable, uncontrolled feed-in of renewables!
In case of deviations of the grid frequency, the conventional power plants regulate the grid!
This already happens with deviations of +/- 0.01 Hertz!
One regulates over the power station turbines!!!
Thus a ""compulsion"" exists to deliver uncontrolled fed-in overcapacities in the form of highly subsidized green electricity abroad!
The bad thing about it is that this happens also still against a fee, which must pay the network operator and which carries in the long run also the consumer!
So much for the topic overcapacities!!!
Furthermore it was pointed out on this platform several times that the physics and economics cannot be discussed away now times, which means as a result that an examination regarding the future need might be necessary rather in another direction!"
"da habe ich geschaut, das Thema Wasserfläche hab ich nicht gefunden.
:("	0	1	0	0	1	0	0	"there I looked, I did not find the topic water surface.
:("
"In Anbetracht der rechtlichen Lage und des jetzigen Duldungsstatus auf dem Feld wäre es schön eine Regelung zu haben, die als Lex Spezialis generell den RC Flug auf dem Feld erlaubt.
Nur ausgewiesene Flächen zu nutzen, dürfte erfahrungsgemäß zur Spaßbremse werden.
Möglicherweise könnten auf den jetzigen Schwerpunktgebieten für RC Flug Hinweistafeln angebracht werden, die den zahlreichen Einsteigern wenigstens noch einmal die Grundregeln klarmachen.
Für die übrigen Flächen sollte es einfach die Auflage der Beachtung einer erhöhten Sorgfalspflicht geben.
So kann der Kiter sich auch mal auf der Geraden filmen lassen (absichtlich).
Dürfen dort nur halt keine anderen beeinträchtigt werden.
Das ist zwar alles selbstverständlich, würde mit einer Festschreibung aber auch zu mehr Sicherheit bei den Nutzern führen.
My 2 Cent."	0	0	0	0	1	1	0	"Considering the legal situation and the current tolerated status on the field, it would be nice to have a regulation that generally allows RC flight on the field as a lex specialis.
Using only designated areas is likely to become a buzzkill based on experience.
Perhaps signs could be placed on the current focus areas for RC flight to at least once again make the basic rules clear to the numerous beginners.
For the remaining areas, there should simply be a requirement to observe an increased duty of care.
So the kiter can also be filmed on the straight (on purpose).
May there only halt no others are impaired.
This is all self-evident, but would also lead to more safety for the users.
My 2 Cent."
"Ein Großteil wird ja selbstorganisiert.
Ich denke das sollte prinzipiell auch so bleiben und hat die Gärten zu dem gemacht, was sie heute sind.
Ich würde allerdings begrüßen, wenn die Bodenbelastung in Folge des Flughafenbetriebs geklärt werden würde.
Aktuell werden ja alle Lebensmittel in Hochbeeten mit frischer hochwertiger Erde angepflanzt, da die Belastung des Bodens unklar ist."	1	0	0	0	0	1	0	"A large part of it will be self-organized, after all.
I think in principle that should remain the case and has made the Gardens what they are today.
However, I would welcome if the soil contamination as a result of the airport operation would be clarified.
Currently, yes, all food is planted in raised beds with fresh high quality soil, as the contamination of the soil is unclear."
"Uns wäre schon geholfen, wenn die globale Abkühlung enden würden http://www.woodfortrees.org/plot/hadcrut3vgl/from:2002/plot/hadcrut3vgl/from:2002/trend
Dabei waren warme Zeiten für Mensch und Natur immer gute Zeiten, das lehrt und die Geschichte.
Kaltzeiten waren eine Katastrophe.
Die führten zu Hunger, Völkerwanderungen und Kriege."	0	0	0	0	0	1	0	"We would already be helped if the global cooling were to end http://www.woodfortrees.org/plot/hadcrut3vgl/from:2002/plot/hadcrut3vgl/from:2002/trend
History teaches us that warm periods have always been good times for mankind and nature.
Cold times were a disaster.
They led to hunger, migrations and wars."
"Tempelhof Parikram - Ein Interreligiöser Pilgerpfad auf dem Tempelhofer Feld
Das folgende Konzept entstand bereits 2011 im Rahmen der ersten Ausschreibung für Pionierprojekte auf dem Tempelhofer Feld.
Der Tempelhof Parikram greift das Grundthema der religiösen Vielfalt auf eine zeitgemäße Art und Weise auf.
Das Umfeld des Tempelhofer Feld ist geprägt von einer hohen Religionsdichte.
Zudem treffen sich seit 2010 dort Vertreter verschiedener Religionsgemeinschaften.
Mit „Parikram“ wird in der hinduistischen und buddhistischen Tradition die rituelle Umwanderung eines heiligen Ortes bezeichnet.
In Südindien in der Stadt Bhaligari existiert bereits ein interreligiöser Pilgerpfad, der als Inspiration für das Konzept des Tempelhof Parikrams diente.
Der Tempelhof Parikram stellt eine Art moderner Pilgerweg auf dem Tempelhofer Feld dar:
Ein Weg, der die Besonderheit und den Mythos dieses Ortes auf eine angemessene Art und Weise würdigt und sinnlich erfahrbar macht sowie verschiedene Religionen, Menschen und Weltanschauungen einander näher bringt.
Es soll der Frage nachgegangen werden, wo auf dem Tempelhofer Feld sich my(s)thische oder gar „heilige“ Orte entstehen können oder sich vielleicht auch schon dort befinden.
Diese Orte werden von einem „Experten- und Forschungsteam“, ausfindig gemacht und dann zu einem Pilgerpfad verbunden.
Das „Experten- und Forschungsteam“ besteht aus Vertretern verschiedener Religionen und Nationen.
Die einzelnen Stationen des Pfads sollen zusammen mit Kindern und Jugendlichen und mit weiteren Akteuren auf dem Feld, gemäß der jeweiligen religiösen Ausrichtung, entsprechend gestaltet werden.
Es geht darum, diese Orte oder auch Stationen des Pfads gemäß den Lehren und Weisheiten des jeweiligen religiösen Kontextes erfahrbar zu machen und künstlerisch umzusetzen.
Es gibt bis jetzt keine festen Gestaltungsvorgaben, die einzelnen Stationen können flächig oder skulptural sein oder einfach nur bepflanzt werden.
Auf Schildern können Weisheiten aus den jeweiligen religiösen Schriften geschrieben werden.
Es werden Atem- und Achtsamkeitsübungen vorgeschlagen, um sich noch mehr entspannen und mit der meditativen Qualität des Ortes und der Qualität der Stationen verbinden zu können.
Es geht darum in einer inneren Haltung der Achtsamkeit ganz bei sich selbst anzukommen, die Landschaft und intim gestaltete Landschaftselemente, die ruhig etwas versteckt sein können, als Spiegel der Seele zu erkennen.
Die sinnliche Erfahrbarkeit der „heiligen und heilen“ Orte lädt ein zur Interaktion.
Dadurch kann eine völlig neuartige Auseinandersetzung mit anderen Religionen stattfinden.
Eine nachhaltige Verstetigung durch weitere Aktionen auf dem Pfad spielt eine wichtige Rolle, z.B. durch Meditationsgruppen, Bewegungsgruppen, Nordic Walking, Spazierganggruppen, Laufgruppen, Tai Chi, Chi Gong, Yoga o.ä. .
Es bestehen bereits Kontakte zu verschiedenen Religionsgemeinschafte der 5 Welt-religionen, bzw. vielfältige Kenntnisse zu verschiedenen religiösen Ausrichtungen.
Die Konzeptionierung, Gestaltung und der Bau der einzelnen Stationen kann von  Kindern und Jugendlichen realisiert werden.
Dabei erfahren Kinder und Jugendliche von Gemeindemitgliedern unterschiedlicher Religionsgemeinschaften die Grundausrichtung und kulturellen Besonderheiten der jeweiligen Religion.
2012 hatten wir bereits Kontakte zum „Treffpunkt: Religion und Gesellschaft e.V.“
Seit 2014 sind wir aktiv beim Projekt “Berliner Dialog der Religionen“ der Senatskanzlei für kulturelle Angelegenheiten mit dabei.
Da Projekt stößt bei den dortigen Akteuren und Beteiligten u.a. aus verschiedenen Schulen in Berlin auf großes Interesse.
Nachhaltige Finanzierungsmöglichkeiten werden derzeit geprüft.
Link
http://lebensplan.com/Interreligioeser-Pilgerpfad.pdf
[Tempelhofparikram -
Interreligiöser Pilgerpfad auf dem Tempelhofer Feld](http://lebensplan.com/Interreligioeser-Pilgerpfad.pdf)"	1	1	0	0	0	1	0	"Tempelhof Parikram - An Interreligious Pilgrimage Path on the Tempelhof Field
The following concept was already developed in 2011 as part of the first call for pioneer projects on the Tempelhofer Feld.
The Tempelhof Parikram takes up the basic theme of religious diversity in a contemporary way.
The surroundings of Tempelhofer Feld are characterized by a high density of religions.
In addition, representatives of various religious communities have been meeting there since 2010.
In Hindu and Buddhist tradition, ""parikram"" refers to the ritual circumambulation of a sacred place.
In southern India, in the city of Bhaligari, an interreligious pilgrimage path already exists, which served as inspiration for the concept of the Tempelhof Parikram.
The Tempelhof Parikram represents a kind of modern pilgrimage path on the Tempelhof field:
A path that honors the specialness and the myth of this place in an appropriate way and makes it possible to experience it sensually, as well as bringing different religions, people and world views closer together.
The question will be pursued where my(s)thic or even ""holy"" places can arise on the Tempelhofer Feld or perhaps are already there.
These places will be identified by an ""expert and research team"" and then connected to form a pilgrimage path.
The ""expert and research team"" consists of representatives of different religions and nations.
The individual stations of the path are to be designed together with children and young people and with other actors in the field, according to the respective religious orientation.
The idea is to make these places or stations of the path tangible according to the teachings and wisdom of the respective religious context and to implement them artistically.
So far, there are no fixed design specifications; the individual stations can be two-dimensional or sculptural, or simply planted.
Wisdom from the respective religious scriptures can be written on signs.
Breathing and mindfulness exercises are suggested to further relax and connect with the meditative quality of the place and the quality of the stations.
The point is to arrive fully at oneself in an inner attitude of mindfulness, to recognize the landscape and intimately designed landscape elements, which can be quietly somewhat hidden, as a mirror of the soul.
The sensual experience of the ""holy and healing"" places invites interaction.
Thus a completely new kind of confrontation with other religions can take place.
A sustainable continuation through further actions on the path plays an important role, e.g. through meditation groups, movement groups, Nordic walking, walking groups, running groups, Tai Chi, Chi Gong, Yoga or similar.
There are already contacts to different religious communities of the 5 world religions, respectively manifold knowledge about different religious orientations.
The conception, design and construction of the individual stations can be realized by children and young people.
In the process, children and young people learn about the basic orientation and cultural characteristics of the respective religion from community members of different religious communities.
In 2012 we already had contacts with the ""Treffpunkt: Religion und Gesellschaft e.V.""
Since 2014, we have been actively involved in the project ""Berlin Dialogue of Religions"" of the Senate Chancellery for Cultural Affairs.
The project has met with great interest among the actors and participants there, including from various schools in Berlin.
Sustainable financing possibilities are currently being examined.
Link
http://lebensplan.com/Interreligioeser-Pilgerpfad.pdf
[Tempelhofparikram -
Interfaith Pilgrimage Trail on Tempelhofer Feld](http://lebensplan.com/Interreligioeser-Pilgerpfad.pdf)"
"one world workshop
Ein Gebäude (ca.40x40 Meter Grundfläche und 60 meter Höhe) in Form einer sich drehenden Pyramide mit sieben Geschossen  und einem elipsenförmigen Innenraum, der vom Boden bis zur Spitze reicht.
Geschossnutzung:
1) (ebenerdig) Halle für die Bevölkerung ( Feste, Veranstaltungen, Begegnungsort, Diskussionen, freier Besuch)
Weitere Ebenen für herausragende internationale Persönlichkeiten, die zeitlich begrenz als Gäste in folgenden Bereichen wirken:
2) Politik
3) Wirtschaft
3)Wissenschaft
4)Kultur/Kunst
5) Philosophie/Ehtik
6) Religionen der Welt
7) Begebnugsstätte der Persönlichkeiten
Ziel: Internationaler geistiger Austausch aller Disziplinen unter Einbeziehung der Bürgerschaft mit dem Ziel, Lösungen für die drängenden globalen Probleme zu entwerfen und hierfür weltweite Anerkennung zu erlangen.
( ähnlich dem Club of Rome, jedoch weiter gefasst.
Grundgedanke: der biologistischen geitigen Strömung, welche den Sieg der vermeintlich sozial und biologisch Stärksten propagiert, wird ein kooperatives Modell entgegengesetzt, welches auf gegenseitiges Verständnis ausgelegt ist und Respekt für alle ethnischen, religiösen und mentalen Unterschiede pflegt."	1	0	0	0	0	0	0	"one world workshop
A building (approx.40x40 meters floor space and 60 meters height) in the form of a rotating pyramid with seven floors and an ellipse-shaped interior, which reaches from the ground to the top.
Floor use:
1) (ground level) Hall for the population ( celebrations, events, meeting place, discussions, free visit).
Other levels for outstanding international personalities who are temporary guests in the following areas:
2) politics
3)Economy
3)Science
4)Culture/Art
5)Philosophy/Ethics
6) Religions of the world
7) Place of personalities' visits
Goal: International intellectual exchange of all disciplines involving the citizenry with the goal of designing solutions to pressing global problems and gaining worldwide recognition for them.
( similar to the Club of Rome, but broader.
Basic idea: the biologistic spiritual current, which propagates the victory of the supposedly socially and biologically strongest, is opposed by a cooperative model, which is designed for mutual understanding and respect for all ethnic, religious and mental differences."
