cleaned_comment	orig_lang	speech	interactivity
Yes, you have to take measures, of course. You have to help the countries in their countries, so the development aid. But you also have to strengthen border control, repatriation, a European community policy and maybe other measures. But these are concrete measures that will help us.	de	[53:10] Ja, man muss natürlich Massnahmen nehmen. Man muss den Ländern helfen in ihren Ländern, die Entwicklungshilfe also. Aber man muss auch die Grenzkontrolle verstärken, die Rückführung, eine europäische Gemeinschaftspolitik und vielleicht noch andere Massnahmen. Aber das sind konkrete Massnahmen, die uns helfen werden. [53:31]	0
The problem of the EU, apart from immigration, is the European constitution. It was thought from the beginning that the European constitution would be approved by everybody. By all the countries. And the no from France and the Dutch and then from Ireland was a real blow. Because all that we would get, this wonderful constitution, which was already so difficult to set up and work out, that really also cost us very dearly. And that has hindered the whole European development. And if we don't want to have, for example, the failure, then we have to give up some things and re-set the priorities. And the sovereignty, this upper, so you have to transfer some things to the EU. For example, this whole issue of immigration.	de	[1:39:32] das Problem der EU, mal abgesehen von der Einwanderung. ist eben die europäische Verfassung. Man dachte von Anfang an, dass die europäische Verfassung von allen genehmigt werden würde. Von allen Ländern. Und das Nein von Frankreich und den Niederländern und dann von Irland war ein wirklicher Schlag. Denn all das was wir bekommen würden, diese wunderbare Verfassung, die schon so schwer aufzustellen und zu erarbeiten war, das hat uns wirklich auch sehr teuer zu stehen bekommen. Und das hat die ganze europäische Entwicklung behindert. Und wenn wir zum Beispiel nicht den Misserfolg haben wollen, dann müssen wir auf einige Dinge verzichten und die Prioritäten neu setzen. Und die Souveränität, diese obere, also man muss da einiges an die EU übertragen. Zum Beispiel dieses ganze Thema der Einwanderung. [1:40:33]	0
As far as the problem of the illegal workers is concerned, they are in a network and they are exploited. I think there will not be a solution for everyone. We need to respect some of the regulations, but I have learned that the EU only selects educated people. I think that this is not a good situation, as we cannot only speak to few people; that they could come to the EU only with an appropriate education. We need to predict the regulations not only on the national level, but also on the European level.	pl	[00:29] As far as the problem of the illegal workers is concerned, they are in a network and they are exploited. I think there will not be a solution for everyone. We need to respect some of the regulations, but I have learned that the EU only selects educated people. I think that this is not a good situation, as we cannot only speak to few people; that they could come to the EU only with an appropriate education. We need to predict the regulations not only on the national level, but also on the European level.[01:23]	2
I just wanted to say that this is partly implemented by our policy, which is stated in this brochure.	de	[32:12] Ich wollte eigentlich nur sagen vorhin dass das teils teils umgesetzt wird von unserer Politik, was in dieser Broschüre festgehalten ist. [32:24]	0
That's why I say that the solution is perhaps in a school that is not denominational. That is to say that religion, being part of the private sphere, if the children go to a school that does not display religious denominations, in a certain way, the child - and the parent of the Muslim girl would not have asked to remove the crucifix because it bothers me [him]. That's it. It happens that in France the public schools are more easily accessible perhaps than in Spain. And then, if you choose a religious school for your daughter, you have to have the possibility of having a non-religious school or a Muslim school. But indeed, I understand the situation that you explained.	fr	[05 :55] C’est pour ça que je dis que la solution est peut-être dans une école qui ne soit pas confessionnelle. C'est-à-dire que la religion, faisant partie de la sphère privée, si les enfants vont dans une école qui n’affiche pas des confessions religieuse, d’une certaine manière, l’enfant – et le parent de la fille musulman n’aurait pas demander d’enlever le crucifix parce que ça me[lui] dérange. Voilà. Il se trouve qu’en France les écoles publiques sont plus facilement accessible peut-être qu’en Espagne. Et puis ensuite, si vous vous faites le choix d’une école religieuse pour votre fille, effectivement, il faut que à coté, il y a la possibilité d’avoir une école soit non-religieuse, soit confession musulmane. Mais effectivement, je comprends la situation que vous avez expliqué. [06 :45]	2
I do not think that we should exclude some people from this immigration policy just because they do not have relevant qualifications. Mainly because we can train these people, so we should not look for specific qualifications. We cannot accept that only highly skilled workers enter and reject those that perform functions that do not require high skills. Especially because in our countries nobody else wants to take these functions. As I said before, we can train employees and after some time, a person can even ask for citizenship.	pl	[43:26]I do not think that we should exclude some people from this immigration policy just because they do not have relevant qualifications. Mainly because we can train these people, so we should not look for specific qualifications. We cannot accept that only highly skilled workers enter and reject those that perform functions that do not require high skills. Especially because in our countries nobody else wants to take these functions. As I said before, we can train employees and after some time, a person can even ask for citizenship.[44:20]	0
Now as far as education is concerned in Europe there is something which is very positive now in Poland: We have now professional vocational training and there we have very much influence from Europe and that is very positive, because through this professional training, we have reached a very high level. I would like to add something regarding the introduction of the euro: I think that the politicians have not yet prepared that properly, because especially the people who have low salaries or those who are retired - I think the Poles just can't survive; that is, so that will be very difficult for the Polish families; they are just not yet - Poland is not yet - ready for that, to introduce the euro. I think that's important, but I also think that the people have to be prepared first. Someone who gets a very small pension - 700 zloty - he will then have only 200 and the prices in Poland are almost the same as in Germany.	de	[13:23] Was jetzt die Ausbildung betrifft in Europa gibt es etwas was sehr positiv ist jetzt in Polen: Wir haben jetzt eine professionelle Berufsausbildung und da haben wir sehr viel Einfluss von Europa und das ist sehr positiv, denn durch diese Berufsausbildung, haben wir ein sehr hohes Niveau erreicht. Ich möchte noch etwas hinzufügen, hinsichtlich der Einführung des Euro: Ich glaube, dass die Politiker noch nicht das richtig vorbereitet haben, denn besonders die Leute, die niedrige Gehälter haben oder die, die in Rente sind – ich glaube, die Polen können einfach nicht überleben; das heisst, das wird also sehr schwierig für die polnischen Familien; die sind einfach noch nicht – Polen ist noch nicht – dafür bereit, den Euro einzuführen. Ich glaube das ist wichtig aber ich glaube auch, das Volk muss zuerst vorbereitet werden. Jemand der eine ganz kleine Rente bekommt – 700 Zloty – der wird dann nur noch 200 haben und die Preise in Polen sind fast die Selben wie in Deutschland. [15:00]	2
I think it is frightening that immigration is measured by a criterion such as education or professional qualification. There should be a principle. So we have, for example, in the documentation the points system when there is a need in a certain sector for skilled labor. So maybe we will let them in, but as a matter of principle, we don't give this opportunity to people who don't have qualifications. I find this a bit difficult because it would mean that we would simply be ranking immigrants. And one has the impression that disadvantaged people who live badly in their country of origin are not wanted in our country either.	fr	[45 :39] Je pense qu’il est effrayant que l’immigration soit mesurée par rapport à un critère tel que formation scolaire ou qualification professionnelle. Il faut plutôt y avoir un principe. Donc nous avons par exemple dans la documentation le système de points lorsqu’on a besoin dans un certain secteur de la main-d’œuvre qualifié. Alors peut-être on va les laisser entrer, mais par principe, on leurs donne pas cette opportunité à les personnes qui n’ont pas de qualification. Je trouve que c’est un peu difficile car cela signifierait qu’on hiérarchise tout simplement les immigrés. Et on a l’impression que des personnes défavorisées qui vivent mal dans leur pays d’origine ne sont non plus désirées dans notre pays. [46 :41]	0
It's not... I think it's not one or more member states can find a solution there. Turkey, for example, wants to be in the European Union. If it succeeds, then we have to tell the Turks, they have to take measures. So there must be agreements, for example, to send the immigrants back. Greece alone cannot cope with this. All European countries, all countries of the European Union, must play their part. The European Union must protect the European borders. We are talking about hundreds of kilometers of coastline. For example, we have islands with 80 inhabitants and there are more than 500 illegal immigrants living there. It is up to the European Union to take the necessary measures and countries like Turkey, Morocco, Tunisia and so on. If these people don't respect their agreements, then you just have to take sanctions. The whole Mediterranean area is affected by this.	de	[08:05] Es ist nicht… ich glaube, es kann nicht ein oder mehrere Mitgliedsstaaten da eine Lösung finden. Die Türkei zum Beispiel, möchte in die europäische Union. Wenn es ihr gelingt, dann müssen wir den Türken sagen, sie müssen Massnahmen ergreifen. Es muss also Übereinkommen geben, zum Beispiel, dass man die Immigranten wieder zurück schickt. Griechenland allein kann nicht damit fertig werden. Es müssen alle europäischen, alle Länder der europäischen Union mitspielen dabei. Die europäische Union muss die europäischen Grenzen schützen. Man spricht von hunderten Kilometern Küste. Wir haben zum Beispiel Inseln mit 80 Einwohnern und dort wohnen mehr als 500 illegale Einwanderer. Es ist an der europäischen Union, die notwendigen Massnahmen zu ergreifen und Länder wie die Türkei, Marokko, Tunesien und so weiter. Wenn diese Leute ihre Abkommen nicht respektieren, dann muss man eben Sanktionen ergreifen. Das ganze Mittelmeergebiet ist hier davon betroffen. [9:46]	3
I totally agree that everyone can be welcomed in a country. However, we must provide the means to welcome people properly. And it is not through inequality that one is welcomed in a country; one must provide structure, one must provide education, one must provide health care, one must provide the means to do all that. So if for that, it's a global reflection and I think that a single country can't solve that at this time.	fr	[34 :30] Je suis tout à fait d’accord par rapport au fait que tout le monde peut être accueilli dans un pays. Par contre, il faut donner les moyens d’accueillir correctement. Et ce n’est pas dans l’inégalité qu’on est bien accueilli dans un pays;  il faut donner de la structure, il faut donner de l’éducation, il faut donner de la santé, il faut se donner les moyens pour faire tout ça. Donc si pour ça, c’est une réflexion globale et je pense qu’un seul pays ne peut pas résoudre cela à cette époque. [35 :01]	0
I think we shouldn't talk now about whether or not the EU as a whole needs more rights now, or whether we conclude a relatively undemocratic Lisbon Treaty, or whatever, but we should focus on the issue of migration first.	de	[1:40:43] Ich denke, wir sollten jetzt nicht darüber reden, ob die EU jetzt insgesamt mehr Rechte braucht oder nicht, oder ob wir einen relativ undemokratischen Vertrag von Lissabon abschliessen, oder wie auch immer, sondern wir sollten uns erst mal auf das Thema Migration konzentrieren. [1:14:13]	2
"I will be brief. The theme is always the same. We are talking about the second generation. And there is also the second in France, the third. And the second generation in France, we are talking about another type of immigration. [...] there was the Portuguese immigration in times of ""thin cow"". There are many Portuguese who left for France. And finally there are many people who have French citizenship and do not return to Portugal. But this is perhaps the most serious problem that affects Portugal. This is the problem that our colleague has placed here. And it is a very serious problem. I know about it because I have many American friends. Friends of all ages. And I know that there are a lot of parents who came to work and they really, they are forced... finally the children do not follow the parents. It's the same thing in the United States, so there's a certain ghetto that's created with very specific cultures sometimes from the United States itself but mixed with African practices. There is even a certain hatred towards Portuguese that is quite serious. So this is sometimes against the opinion of their parents. They content what the parents have sown? I have a sense there. I really feel that it is very difficult for me to say whose fault it is, finally. That's the question I don't know. This question comes from the questionnaire and I don't know how to answer. It's a serious problem, it's a problem that makes me really sad. I'm not really a racist but it's a very serious problem. I don't agree with the American solution of sending this person back to their country. Because that's what we do, that's what parents and children separate. I don't agree with that. But I honestly don't know if there's a solution to this problem. So I don't know. I don't have a solution. It's always immigration. It's second generation immigration. And this is a very serious problem that has really... we have this in the Lisbon area, for example. Around Lisbon. There is always a concentration. And then there are customs, there are really different behaviors of the Portuguese and it's really the war that still exists. And now I wanted to finish, well.   I see all this. The whites that live in this area don't end up healing, the behavior of this group. So it can really start in the school. We really need to do something to solve the situation, because it's a very, very serious situation. [16.00]"	fr	[12 :26] Je serais bref. La thématique c’est toujours la même. On parle ici de la deuxième génération. Et il y a aussi la deuxième en France, la troisième. Et la deuxième génération en France, nous parlons d’un autre type d’immigration. […] existait l’immigration portugaise en temps de « vache maigre ». Il y a beaucoup des portugais qui sont partis en France. Et finalement il y a beaucoup des personnes qui ont la citoyenneté française et ne retournent plus au Portugal. Mais cela, c’est peut-être le problème le plus grave qui affecte Portugal. C’est le problème que notre collègue a placé ici. Et c’est un problème très grave. Je sais de cela parce que j’ai beaucoup des amis américains. Des amis de tous les âges. Et je sais qu’il y a beaucoup des parents qui sont venus pour travailler et qu’ont vraiment, ils sont de forcé… finalement les enfants ne suivent pas les parents. C’est la même chose aux Etats-Unis donc il y a un certain ghetto crée avec des cultures très spécifiques parfois des Etats-Unis même mais mélangé avec des pratiques africaines. Il y a même une certaine haine par rapport au portugais là assez grave. Donc cela c’est parfois contre l’opinion de leurs parents. Ils content ce que les parents l’entre a semis[ ?]. J’ai un sens là. Je sens vraiment cela c’est très difficile pour moi à dire à qui c’est la faute, finalement. C’est ça la question je ne sais pas. Cette question vient du questionnaire et je ne sais pas répondre. C’est un problème grave, c’est un problème qui me rend vraiment très triste. Je ne suis pas vraiment raciste mais c’est vraiment un problème très grave. Je ne suis pas d’accord avec la solution américaine de renvoyer cette personne à leur pays. Parce que c’est ce qu’on fait, c’est ce que les parents et les enfants séparent. Je ne suis pas d’accord avec ça. Mais sincèrement je ne sais pas s’il y a une solution à ce problème. Donc je ne sais pas. Je n’ai pas une solution. C’est toujours l’immigration. C’est l’immigration de la deuxième génération. Et là c’est un problème très grave qui a vraiment… nous avons ça dans la zone de Lisbonne, par exemple. Autour de Lisbonne. Il y a toujours une concentration. Et après il y a des coutumes, il y a vraiment des comportements différents des portugais et c’est vraiment la guerre qui existe toujours. Et maintenant je voulais terminer, bon. [15 :39] [15 :39] je vois tout cela. Les blancs que vivent dans cette zone finissent pas à guérir, le comportement de ce groupe-là.. Donc cela peut vraiment commencer à l’école. Il faut vraiment quelque chose pour solutionner la situation, parce que c’est une situation très, très grave. [16.00]	2
I think that the countries that are affected, are in the peripheral areas of the European Union and to which also most immigrate, illegally or legally, that one should help the countries and vice versa one should then have the same conditions for all countries and then also distribute the burdens accordingly and produce guidelines, for all. Because the EU countries that are in the middle, they are a bit luckier than those on the outside, but they have to, should keep out those from third countries. And that is then too much for the countries, alone too much.	de	[37:10] Ich bin der Meinung, dass die Länder, die betroffen sind, in den Randgebieten der europäischen Union sind und zu denen auch die meisten einwandern, illegal oder legal, dass man den Ländern helfen sollte und umgekehrt müsste man dann für alle Länder die gleichen Bedingungen haben und die Lasten dann auch dementsprechend verteilen und Richtlinien herstellen, für alle. Denn die EU-Länder die in der Mitte sind, die haben etwas mehr Glück wie die aussen, die müssen die aber, sollten die abhalten, die aus Drittländern. Und das ist dann für die Länder zu viel, alleine zu viel. [37:55]	0
Yes, more immigrants are coming to Slovenia and the effects of this immigration are such that economic crime has increased. This is a strong tendency, increasing economic crime.	pl	[1:14:30]Yes, more immigrants are coming to Slovenia and the effects of this immigration are such that economic crime has increased. This is a strong tendency, increasing economic crime.[1:14:52]	0
Before we talk about immigration of people outside of Europe, maybe there are already things to do in Europe in terms of people moving to Europe. Because Ireland needed workers so they asked Poles to come and the Poles came, no problem. And when there was more work, well, they said, out with the Poles.	fr	[28:25] Avant de parler de l’immigration des gens en dehors de l’Europe, il y a déjà peut-être des choses à faire en Europe au niveau des gens qui se déplacent en Europe. Parce qu’Irlande avait besoin des travailleurs donc ils ont demandé des Polonais de venir et les Polonais sont venus, pas de problème. Et quand il y avait plus de travail, bon, ils ont dit : dehors les Polonais. [28:45]	0
Yep, more and more industries, many industries have now, to protect workers in many areas, and that's related to..., we have a minimum wage. I bring examples, building cleaners now...	de	[45:12] Jaja, immer mehr Branchen, viele Branchen haben inzwischen zum Schutz der Arbeitnehmer in vielen Bereichen, und das hängt mit…, haben wir ein Mindestlohn. Ich bringe Beispiele, Gebäudereiniger inzwischen…[45:29]	2
I just wanted to add to their thought. I would recommend a self-help like that and I think that would be the very best thing. That would help everybody and you could also have these countries - I don't see it as blackmail either - if you control where the money goes. That's certainly not blackmail, that's what we do everywhere, so also in Germany, if I donate something somewhere, then I also want that the money really arrives there and not that it ends up in some account somewhere and is really hoarded in Switzerland. So I just wanted to confirm that, that thought	de	[74:00] Ich wollte mich nur ihrem Gedanken noch anschliessen. Ich würde so eine Hilfe zur Selbsthilfe empfehlen und ich denke, das wäre das allerbeste. Das würde allen helfen und man könnte auch diese Länder – ich sehe das auch nicht als Erpressung an – wenn man die Gelder kontrolliert, wo die hingehen. Das ist sicherlich keine Erpressung, das macht man ja überall so, also auch in Deutschland, wenn ich irgendwo etwas spende, dann möchte ich auch, dass das Geld auch wirklich dort ankommt und nicht, dass es irgendwo auf irgendeinem Konto landet und wirklich dann in der Schweiz gehortet wird. Also ich wollte das nur noch gerne bestätigen., diesen Gedanken [74:49]	3
On this story of - well, I don't (...) on everything that Gloria said, I think that if you say it, it's because truly, it's something that you felt this violence there, it's true that as Jean-Paul was saying, this type of discourse, comes to us in France as if we heard it thirty or forty years ago. We can still hear it, but in a certain way, there is, I don't say a demonization, but I think that there is a bit of caricature in it, but at the same time, there is surely also some feeling that I don't question, so - but to say that here, the immigrants come not to work, to abuse the social welfare, to go before the native Spaniards, not the native Frenchmen, go in a very very very... I think that the problems are perhaps more complicated than that. Now, what I also want to understand is that we have an immigration from the colonies, so, already, we have an immigration that spoke French. Whereas you, in fact, are on a passage and therefore...	fr	[08 :50] Sur cette histoire de  – bon, je ne m’(…) pas sur tout ce qui a dit Gloria, je pense que si tu le dis, c’est que véritablement, c’est quelque chose que tu ressentis de cette violence là, c’est vrai que comme disait Jean-Paul, ce type de discours, nous vient nous en France comme si on l’entendait il y a trente ou quarante ans. On peut toujours l’entendre mais d’une certaine manière, il n’y a, je ne dis pas une diabolisation, mais je pense qu’il y a un peu de caricature là dedans, mais en même temps, il y a surement aussi du ressenti que je remets pas en cause, donc – mais de dire que voilà, les immigrants viennent pour ne pas travailler, pour abuser des aides sociales, pour passer avant les espagnols de souche, non pas les français de souche, vont dans un discours très très… Je pense que les problèmes sont peut-être plus compliqués que ça. Maintenant, ce que je veux bien comprendre aussi c’est que nous, on a une immigration issue des colonies, donc, déjà, on a une immigration qui parlait français. Alors que vous, effectivement, vous êtes sur un passage et donc… [10 :08]	2
Yes, I am of the opinion that the task of the EU is not necessarily to close the countries and the borders, because we have to see everything a bit more globally, we are one world and the world consists of many other countries and we have to make sure that the rest of the population and the other people are well off in some way, which we have exploited over all these years. We have an obligation; humanity is a very important principle and I am simply of the opinion that we cannot close ourselves off and simply cook our own soup - how else are we going to deal with climate change and everything else that is coming our way if we only want to deal with it nationally? We can't keep ourselves alive at all.	de	[24:16] Ja ich bin also der Meinung, dass die Aufgabe der EU das eigentlich nicht unbedingt ist, die Länder und die Grenzen dicht zu machen, weil wir müssen das alles ja doch auch ein bisschen globaler sehen, wir sind doch nun einmal eine Welt und die Welt besteht doch nun einmal aus vielen anderen Ländern und wir müssen doch dann auch dafür sorgen, dass es der restlichen Bevölkerung und den anderen Menschen in irgend einer Form gut geht, die wir über all die Jahre ausgebeutet haben. Wir haben doch eine Verpflichtung; also Menschlichkeit ist doch ein ganz oberes Prinzip und ich bin einfach der Meinung, wir können uns nicht abschotten und können einfach unser Süppchen alleine kochen – wie wollen wir denn das sonst mit Klimawandel und mit all dem anderen, das auf uns zukommt dann regeln, wenn wir es nur national regeln wollen? Da können wir uns ja überhaupt nicht am Leben erhalten. [25:04]	2
Yes, but what should those criteria be? What are the criteria we are supposed to define?	pl	[33:23] Yes, but what should those criteria be? What are the criteria we are supposed to define? [33:33]	2
I think that the number of immigrants in my country is quite small. If they are coming then for sure to complement labour shortage. Especially in the construction field. During the last time, before the crisis, was such a big construction “boom” in Poland. However, Polish workers went to England, Ireland, or Germany because they wanted to earn more money. It caused that many Ukrainians and Belarusians came to Poland and complement the builders. I guess most of them were working illegally because it was much more cost-effective. However, I don’t see a big problem with immigrant at the moment in Poland.	pl	[1:24:50]I think that the number of immigrants in my country is quite small. If they are coming then for sure to complement labour shortage. Especially in the construction field. During the last time, before the crisis, was such a big construction “boom” in Poland. However, Polish workers went to England, Ireland, or Germany because they wanted to earn more money. It caused that many Ukrainians and Belarusians came to Poland and complement the builders. I guess most of them were working illegally because it was much more cost-effective. However, I don’t see a big problem with immigrant at the moment in Poland.[1:25:40]	0
I have a question concerning how much is being spent? I think that we all do not spend much; these are not some enormous amounts. What is the amount that the EU spends on immigrants? Actually, I have no idea what are the accurate numbers. However, in my opinion, they are not so big. Maybe anyone knows?	pl	[29:10] I have a question concerning how much is being spent? I think that we all do not spend much; these are not some enormous amounts. What is the amount that the EU spends on immigrants? Actually, I have no idea what are the accurate numbers. However, in my opinion, they are not so big. Maybe anyone knows?[29:32]	0
Yes, my name is Björn. If we talk about immigration in my opinion, we have to consider the aspect of right and asylum, because in my opinion many of the people who come to [us] come because they have needs and therefore they also have the right to seek asylum with us and therefore in the letter that we received, I noticed that it is mainly the economic aspects that are underlined and I wonder if the European Union, at the top of a pyramid, still looks at the human aspects and gives priority to the human aspects or if it is rather the purely economic aspects that are taken into account in the first place.	fr	[14:08] Oui je m’appelle Björn. Si on parle d’immigration à mon avis, il faut considérer l’aspect du droit et de l’asile, parce que à mon avis beaucoup des gens qui viennent chez [nous] viennent parce que ils ont des besoins et donc ils ont aussi le droit de chercher asile chez nous et donc dans la lettre que nous avons reçu, j’ai remarqué que ce sont quand-même surtout les aspects économiques qui sont soulignés et donc je me demande, si l’Union Européenne donc au sommet d’une pyramide regarde encore les aspects humains et donne priorité aux aspects humains ou bien si ce sont plutôt les aspects purement économiques qui sont pris en compte au premier lieu. [14:54]	0
I don't think we can say that the policy concerning illegal immigration should be the domain of the country or of the European Union. These are two different levels that have to deal with different problems. I don't know what happens in other countries, but it must be the same in France, for example, when the law stipulates that in cities, traffic must be at 50 km per hour, the mayor of the city can say, in which part of the city I am going to demand that instead of 50 km it should be 30 km. So it's more restrictive. But he can't say that the law foresees 50 km per hour, and say, but in my city, I don't care, I want to allow 70 km anyway. Well, in the European Union, in my opinion, it is the same thing. There must be a certain number of common bases for all countries concerning illegal immigration - a common base. But afterwards, each country can, in my opinion, harden its position. It is obvious that countries like Spain, Italy, France, which have by tradition or by geographical context, much more immigrants than the countries of Eastern Europe. Well, they don't have the same problems. So there must be a common base and then each country must do what it wants. Terrien? principle of law, which provides well that, a government of a country can authorize or refuse the entry of a foreigner on its country.	fr	[07 :02] Je crois qu’on ne peut pas dire qu’il faut que la politique concernant l’immigration illégale soit du domaine du pays ou du domaine de l’Union Européenne. Ce sont deux niveaux qui sont différents et qui doivent traiter des problèmes différents. C’est un peu ceci qui se passe dans un état, par exemple, je ne sais pas ce qui se passe dans les autres pays mais ça doit être pareil, en France, par exemple, lorsque la loi prévoie par exemple que dans les villes, la circulation doit être à 50 km par heure, le maire de la ville peut dire donc, dans quelle partie de la ville je vais exiger qu’au lieu de 50 km ça soit 30 km. Donc, c’est plus contraignant. Mais il ne peut pas dire est-ce-que la loi prévoit 50 km à l’heure, dire, mais dans ma ville, moi, de toute façon, ça m’est égale, je veux autoriser 70 km. Et bien, dans l’Union Européenne à mon avis ça se joue pareil. Il faut qu’un certain nombre de bases commune à tous les pays soit prise concernant l’immigration illégale – a un socle commun. Mais après, chaque pays peut, a mon avis, durcir sa position. Il est évident que les pays comme l’Espagne, l’Italie, la France qui ont par tradition ou par contexte géographique, beaucoup plus d’immigrés que les pays d’Europe de l’Est. Et bien ils n’ont pas les mêmes problèmes. Donc, il doit y avoir un socle commun et après, chaque pays doit faire ce qu’il veut. Terrien[ ?] principe de droit, qui prévoit bien que, un gouvernement d’un pays peut autoriser ou refuser l’entrer d’un étranger sur son pays. [08 :51]	0
On this subject, I can only say that both are true. In the case of some of these young immigrants - surveys have been conducted in our country - one can say that the following was striking: Young female immigrants in the age range from 15 to 30, I would say, have a completely different attitude toward integration into the welfare state; they learn the German language, they know the German language - then you come back to the conclusion that because they know it, they have a better education, better training opportunities. And the male young people from these countries - that is striking - they have a different circle of interests. This has become a subculture, it has formed and it is there - they are not interested in learning the language and they are not interested in integrating. So this problem, the state won't be able to solve it and the EU won't be able to solve it either; it's up to the individuals themselves, so there are bound to be problems, there always will be. But I agree with that, so the language is quite important in that direction.	de	[54:20] Zu dem Thema kann ich nur sagen, da trifft beides zu. Bei einem Teil dieser jungen Zuwanderer – da sind ja Umfragen gemacht worden und Erhebungen bei uns – kann man sagen, auffallend war folgendes: Junge weibliche Zuwanderer in der Altersspanne von 15 bis 30 sage ich jetzt mal, die haben eine ganz andere Einstellung, sich in den Sozialstaat zu integrieren; die lernen die deutsche Sprache, die können die deutsche Sprache – dann kommt man wieder zu den Folgerungen, dadurch dass sie es können haben sie eine bessere Bildung, bessere Ausbildungschancen. Und die männlichen Jugendlichen aus diesen Staaten – das ist auffallend – die haben einen anderen Interessenkreis. Das ist eine Subkultur geworden, die hat sich gebildet und die ist da – die haben auch kein Interesse, die Sprache zu lernen und die haben auch kein Interesse, sich zu integrieren. Also dieses Problem, das wird der Staat nicht lösen können und das wird aber auch die EU nicht lösen können; das liegt dann an den Einzelnen selber, also das gibt bestimmt Probleme, die wird es immer geben. Aber ich stimme dem zu, also die Sprache ist ganz wichtig in der Richtung. [55:22]	3
Well, I don't quite agree with that. It's true that employers abuse illegal immigrants because they really don't pay them much. [21.17]	de	[21:03] Na, da bin ich nicht ganz einverstanden. Es stimmt, dass Arbeitgeber da Missbrauch betreiben an illegalen Einwanderern weil sie denen wirklich kaum etwas bezahlen. [21.17]	2
Maybe you also have to take into consideration the immigration structure. Let's talk about legal immigration, so especially family reunion. So we're talking about children, wives, the family being reunited, I think that's a human right. So I would say that this was uncontested. As far as the qualification of training is concerned, every country can offer training to its citizens, to its potential citizens, but there has to be a will; it has to be known whether this will exists or not and whether integration is lived or not. It can work well, it can't work. There are some examples in Austria where it works very well, but there are other examples that completely fail [...]. So, highly qualified people can immigrate without any problem, there is a system that exists but it is also very, very difficult and there are quite important obstacles. We have to ask ourselves in general: Where are we going? Do we need immigrants, do we treat them respectfully, regardless of their background, or is it a political calculation, do we want to form an opinion against immigration in general? The media make me think that it is more like that; they really try to form an opinion against immigrants, even highly qualified ones, especially against human beings who simply need our help, so asylum seekers. And in Austria, the climate is such that we try to deny help to these people, which I find serious. And here I plead for an active intervention of the European Union in this field.	fr	[43 :47] Peut-être il faut également prendre en considération la structure de l’immigration. D’en parlons de l’immigration légale, donc surtout la réunion familiale. Donc on parle d’enfants, d’épouse, de la famille qui est réunifié, je pense que ça c’est un droit de l’homme. Donc ça je dirais que c’était incontesté. À ce qui concerne la qualification de formation, chaque pays peut offrir une formation à ses citoyens, à ses citoyens potentiels, mais il faut y avoir une volonté ; il faut savoir si cette volonté existe ou non et si on vit l’intégration ou non. Ça peut bien fonctionner, ça ne peut pas fonctionner. Il y a en Autriche quelques exemples ou cela fonctionne très bien mais il y a d’autres exemples qui foirent complètement [...]. Donc, des personnes hautement qualifiés peuvent immigrer sans problème, il y a un système qui existe mais ça aussi c’est très très difficile et il existe des obstacles assez importants. Il faut se poser la question en règle générale : Où va-t-on ? Donc est-ce qu’on a besoin des immigrés, est-ce qu’on les traite de manière respectueuse, indépendamment de leur formation ou est-ce que c’est un calcule politique, est-ce qu’on veut former de l’opinion contre l’immigration en générale. Les médias me font penser que c’est plutôt cela ; on essaye vraiment de former une opinion contre les immigrés, même hautement qualifié, surtout contres des personnes humains qui ont tout simplement besoin de notre aide, donc les chercheurs d’asile, les demandeurs d’asile. Et en Autriche justement, le climat est tel que nous essayons de refuser de l’aide à ces personnes, ce que je trouve grave. Et là, je plaide en faveur d’une intervention active de l’Union Européenne dans ce domaine. [45 :34]	2
Thanks to the EU free movement of workers between the countries, movement is big enough so the immigration problem should be minimal. We also in Poland and Slovenia are leaving to other countries where we are also treated by Great Britain, English, like illegal immigrants in their countries. It is just how we are treating Ukrainians. However, because of that we have a movement of workers and these jobs mix with each other. So we should not look if this is Ukrainian or Polish. We all should be treated equally. In England for example we are treated equally like English people. We have equal rights. I know that this is the EU and that the eastern Europe does not yet belong to the EU but in my opinion this work migration is big enough and everyone can fin something for himself.	pl	[1:31:11]Thanks to the EU free movement of workers between the countries, movement is big enough so the immigration problem should be minimal. We also in Poland and Slovenia are leaving to other countries where we are also treated by Great Britain, English, like illegal immigrants in their countries. It is just how we are treating Ukrainians. However, because of that we have a movement of workers and these jobs mix with each other. So we should not look if this is Ukrainian or Polish. We all should be treated equally. In England for example we are treated equally like English people. We have equal rights. I know that this is the EU and that the eastern Europe does not yet belong to the EU but in my opinion this work migration is big enough and everyone can fin something for himself.[1:32:17]	0
