cleaned_comment	orig_lang	speech	respect
I will be very brief and I will have what Pedro was saying. I have a solution. I have the solution. So, the Latins, the Portuguese, the French, the Spaniards, the Romanians, the Italians, we should have a more Muslim habit, we should have more women and we should have more children. Certainly. That's it. We finish with the jealousy, everything is solved.	fr	[39 :31] je serais très bref et j’aurais bon ce que disait Pedro. J’ai une solution. J’ai la solution. Alors, les latins, les portugais, les français, les espagnols, les roumains, les italiens on devrait avoir une habitude plus musulman, avoir plus des femmes et ainsi on a plus des enfants. Certainement. Voilà. On finit avec la jalousie, tout est résolu. [40 :01]	1
I might have a possible solution. But first of all, I will summarize the discussion I have just heard. But or with my own opinion. It seems to me that the problem to be solved is the mentality of the people who come from outside. And when you can't influence them to adapt to the conditions that they find in the host country, because what applies from the moment you immigrate to another country, it is implicit that you will submit to the laws of the host country. The problem of mentality is not something concrete. There is no one in the world who will tell you: if you have such a religion, you will adopt another religion, if you want to stay with us. Nobody will be able to do that and in fact it will be against the human right and each of us has the right to practice his own religion. We can't force anyone to adapt the religion of the host country.	fr	[47 :42] j’aurais peut-être une solution possible. Mais tout d’abord, je vais résumer la discussion que je viens d’entendre. Mais ou bien avec mon propre opinion. Il me semble, que le problème à résoudre, c’est la mentalité des gens que viennent de l’extérieur. Et quand on ne peut pas influencer pour qu’ils s’adaptent à la condition qu’ils trouvent dans le pays d’accueil parce que ce qui applique du moment où on va immigrer dans un autre pays, c’est implicitement que tu va te soumettre aux lois du pays d’accueil. Le problème de la mentalité n’est pas quelque chose de concret. Il n’y a personne dans le monde qui va te dire : si tu as une telle religion, tu vas adopter une autre religion, si tu veux rester chez nous. Personne ne pourra faire ça et en fait ça sera contre le droit de l’homme et chacun de nous a le droit de pratiquer sa propre religion. On ne peut pas obliger quiconque d’adapter la religion du pays d’accueil. [49 :14]	1
Well, we have said a lot now. Now I have to structure all this. So, Claire [CLC], what she has just said about peace is very, very good, I totally agree. Peace is certainly also a point of attraction. We have peace between the different peoples in Europe who coexist, who coexist very well, wonderful. But let's take a house with twenty bells and whistles and with only one German name in Germany, for example, and the others have an Islamic sounding name, I say quite clearly, Turks. I don't think this is very good for cultural peace, social peace and working peace. Of course, it is very good: We live in a peaceful world etc., we are all Christians, we love each other, we love our neighbors all over the world, especially the planet, I don't need soldiers anymore ? - that's very very good, but if you certainly have five people, asylum seekers living in your villa, right? So I think that's very good. And I think that all those who think that we should promote immigration because we all live in peace, I would like to ask them to make their house available. I will come to your house too, I will drink, I will eat, I will enjoy social security and then you will pay me a training - very good. So, please, give me your address and I thank you. [1 :	fr	[59 :32] Bon, on a beaucoup dit maintenant. Je dois maintenant structurer tous ça. Donc, Claire[CLC], ce qu’elle vient de dire en ce qui concerne la paix, c’est très très bien, je suis tout à fait d’accord. La paix est certainement également un point d’attraction. Nous avons chez nous la paix entre les différents peuples en Europe qui coexistent, qui coexistent très bien, merveilleux. Mais prenons une maison avec vingt sonnettes et avec un seul nom allemand en Allemagne, par exemple, et les autres ont un nom qui sonne islamique, je le dit tout à fait clairement, des Turques. Je ne pense pas que cela soit très bon pour la paix culturelle, la paix sociale et la paix de travail. Bien sûr, c’est très bien : Nous vivons dans un monde en paix etc., nous sommes tous des chrétiens, nous nous aimons, nous nos prochains dans le monde entier, surtout de la planète,  je n’ai plus besoin de soldats[ ?], etc. – c’est très très bien, mais si vous avez certainement cinq personnes, chercheurs d’asile qui habitent dans votre villa, n’est-ce-pas ? Donc je trouve que c’est très bien. Et je pense que tous ceux qui pensent qu’il faudrait promouvoir l’immigration parce que nous vivons tous en paix, je voudrais leur demander de mettre leur maison à disposition. Moi aussi, je viendrais chez vous, je vais boire, je vais manger, je vais profiter de la sécurité sociale et puis vous allez me payer une formation – très bien. Alors, s’il vous plait, donnez-moi votre adresse et je vous remercie. [1 :00 :56]	0
well, the philosophy of Islam is based on theocracy and not democracy. It makes a difference. It brings a different worldview. Because there, you base yourself on the morality that comes directly from the Koran. The way of thinking is quite different. The idea of morality is quite different. In Tenerife we have had many problems. So I'm a teacher and yes with the veil, there were some problems. The young girls come to school with the veil. If we want education and we want democracy, then what? Then everybody has to be equal. We said we don't want the veil to be put on and then the children were not sent to school. Rather that than that the parents would have allowed the veil to be dropped. Then the children don't go to school anymore. That was the result. In the Canary Islands, of course, we live with tourism. The Germans, the English come to us. We are a friendly host country, but there are demographic pressures. And it used to be quiet with us, but that quietness is gone. And then to the prisons. To the criminals that were addressed. Our prisons, they are hotels, so that is very different in our country than in other countries. The people are fine. They have food, people are taken care of, that's not so normal in our country. Regarding the Turkish residents and their integration: we have a problem with Eastern Europe, with people who came to us, to the Canary Islands, and there we tried to integrate the people, we had teachers who were supposed to remove the language barriers. That just to make it possible that the children at least know the local language.	de	[46:16] nun, die Philosophie des Islam basiert auf der Theokratie und nicht auf der Demokratie. Es macht einen Unterschied. Das bringt ein anderes Weltbild mit sich. Denn dort basiert man sich auf die Moral, die direkt aus dem Koran kommt. Die Denkweise ist ganz anders. Die Vorstellung von der Moral ist ganz anders. In Teneriffa haben wir viele Probleme gehabt. Also ich bin Lehrkraft und ja mit dem Schleier, da gab es einiges an Problemen. Die jungen Mädchen kommen mit dem Schleier in die Schule. Wenn wir Bildung wünschen und Demokratie wünschen, was dann? Dann müssen doch alle gleich sein. Wir haben gesagt, wir möchten, dass der Schleier nicht angezogen wird und dann wurden die Kinder nicht mehr zur Schule geschickt. Eher dass, als dass die Eltern zugelassen hätten, dass der Schleier wegfällt. Dann gehen die Kinder nicht mehr zur Schule. Das war das Ergebnis. Auf den Kanarischen Inseln leben wir natürlich auch mit dem Tourismus. Die Deutschen, die Engländer kommen zu uns. Wir sind ein freundliches Gastland, aber es gibt demographischen Druck. Und früher war es bei uns ruhig, aber diese Ruhe ist weg. Und dann zu den Gefängnissen. Zu den Kriminellen, die angesprochen wurden. Unsere Gefängnisse, das sind Hotels, das ist bei uns also ganz anders als in anderen Ländern. Den Leuten geht’s gut. Sie haben zu Essen, die Leute werden versorgt, das ist bei uns ja nicht so normal. Zu den türkischen Mitbewohnern und ihre Integration: wir haben ein Problem mit Osteuropa, mit Leuten, die zu uns kamen, auf die kanarischen Inseln und da haben wir versucht, die Leute zu integrieren, wir hatten Lehrkräfte, die die sprachlichen Barrieren aufheben sollten. Das halt um zu ermöglichen, dass die Kinder zumindest die Landessprache beherrschen.  [49:03]	0
Now I don't know how long a visa is issued the first time, but just a thought on that: You could make it so that someone can extend a visa - for the second time then - if they meet certain basic requirements, for example, a certain language level or any democratic attitudes that are important.	de	[53:50] Ich weiss jetzt nicht, wie lange ein Visum erteilt wird beim ersten Mal, aber nur ein Gedanke dazu: Man könnte es so machen, dass jemand ein Visum verlängern kann – zum zweiten Mal dann – wenn er gewisse Grundvoraussetzungen erfüllt, zum Beispiel ein bestimmtes Sprachniveau oder irgendwelche demokratischen Einstellungen, die wichtig sind. [54:08]	1
As it comes to economic immigration, it concerns the labour rights, so we cannot let them not being adhered. That is why such illegal practices should be fought against. Those who are willing to be paid less than a given countries average wage, but higher than in their countries..hmm.. Maybe they are the victims of some kind of long procedure. I do not think that there is any benefit, neither for them nor for countries. In Belgium, and also in my town, there were employers on whom penalties were imposed for employing illegal immigrants. So something like this takes already place, and the penalties are imposed.	pl	[36:19] As it comes to economic immigration, it concerns the labour rights, so we cannot let them not being adhered. That is why such illegal practices should be fought against. Those who are willing to be paid less than a given countries average wage, but higher than in their countries..hmm.. Maybe they are the victims of some kind of long procedure. I do not think that there is any benefit, neither for them nor for countries. In Belgium, and also in my town, there were employers on whom penalties were imposed for employing illegal immigrants. So something like this takes already place, and the penalties are imposed.   [37:23]	1
So, the question of whether we should close the borders or not would not arise if we were trying to prevent people from wanting to come into Europe at all. People don't actually want to give up their homeland, I think at least. They want to do that because they live in unbelievable misery. They don't have anything to eat, they don't have anything to drink, and then they probably see on television, which they have, what it looks like in Europe. This means that if we try to build up structures - economic structures - there, provide much more reconstruction aid and so on, we will certainly save ourselves some huge mass migrations towards Europe, which is certainly more favorable in the long term than sealing off Europe. We have huge borders in the east and peoples will probably migrate from the east at some point. And secondly, in the long run, you also create large sales markets. The EU is so successful, also economically so successful, because it relies on cooperation and not on confrontation and competition. Competition within, but within a certain framework. By and large: cooperation. If we try to enforce that as the EU worldwide or at least on a larger scale, then maybe we can [not only] prevent people from living in poverty on the one hand, not having anything to eat, not having anything to drink, starving, dying of thirst, but we can also eliminate problems for us and probably even create sales markets still for our domestic economy.	de	[1:26:55] also, die Frage, ob wir die Grenzen zu machen sollen oder nicht, würde sich ja nicht stellen, wenn wir  versuchen würden, dass die Leute überhaupt nach Europa hinein wollen. Die Leute wollen eigentlich ja nicht ihre Heimat aufgeben, denke ich zumindest. Das wollen sie, weil sie in einem unglaublichen Elend leben. Nichts zu essen haben, nichts zu trinken haben und dann wahrscheinlich übers Fernsehen, das sie dann haben, sogar noch sehen, wie es in Europa aussieht. Das heisst, wenn wir versuchen, dort Strukturen – wirtschaftliche Strukturen – aufzubauen, viel mehr Aufbauhilfe leisten und so weiter, ersparen wir uns sicher einige riesige Völkerwanderungen Richtung Europa hin, was auf Zeit sicherlich einerseits günstiger ist, als die Abriegelung Europas. Dazu bräuchte man massenhaft Militär, wir haben im Osten riesige Grenzen und auch aus dem Osten werden wahrscheinlich irgendwann die Völker migrieren. Und zweitens schafft man auf lange Sicht auch grosse Absatzmärkte. Die EU ist so erfolgreich, auch wirtschaftlich so erfolgreich, weil sie auf Kooperation setzt und nicht auf Konfrontation und auf Konkurrenz. Konkurrenz innerhalb, aber in einem bestimmten Rahmen. An sich im Grossen und Ganzen: Kooperation. Wenn wir das versuchen als EU weltweit durchzusetzen oder zumindest im grösseren Stil, dann können wir vielleicht damit [nicht nur] verhindern, dass Leute einerseits in Armut leben, nichts zu essen haben, nichts zu trinken haben, verhungern, verdursten, sondern können auch für uns Probleme beseitigen und wahrscheinlich sogar Absatzmärkte noch für unsere heimische Wirtschaft schaffen. [1:29:05]	2
Yes, I think I should clarify again, I'm from Spain. As I said, we have experienced a sharp increase in unemployment within a few months, to 15, now to 18 percent even in some regions of the country. We also have a responsibility; I think that must also be clear; to humanity, I would say. We have to make sure, of course, that we maintain our standard of living, but we also have to find a way out. All people in the world have the right to eat, to feed themselves, to educate their children. I think we have enough possibilities here in Europe to deal with immigration, yes? And at the same time we have to make sure that the countries of origin of the immigrants can develop further; economically, but also culturally and socially. It is also a question of solidarity between continents, between countries. As I said, we should perhaps remember what Andalusia, my region, was like eight centuries ago. There was a lot of immigration, later also emigration - and I think that nobody leaves his home country for fun, but people do it out of need, because they have nothing left to survive. Hardly anything to eat. They don't necessarily do it voluntarily. So life has to be very bad, it has to be very bad for people to decide to leave their home country and that there is no prospect of improvement, that things cannot be improved in the short term in the country. I think we have to make sure that there is a greater balance between the different regions of the world. And I would also like to point out the following: Everyone has their own language and their own culture; these must also be respected and protected. I would also like to ensure that each individual is allowed to keep and cultivate his or her own language and culture. So you should make sure that everyone gets along, right? No matter what opinion we have of the other. Well, in today's time, back then, I was talking about the time 800 years ago. When, in my region of Andalusia, very different peoples, very different religions got along well with each other, that is, the Muslims, the Christians, the Jews, there was a great harmony, that has been lost. We have to try to get along with each other again, to understand each other, otherwise we won't achieve anything. And if we do not understand this situation, then we will not understand the 27 states that make up the European Union today. And only when we succeed in doing that, we will find a way out. Not necessarily in the capitals, that's how I see the problem of declining voter turnout, which is also due to the economic situation, but also to these social grievances. So if we want to achieve something, I think we have to find another way. Immigration is something we have to accept, it has to be legalized. We have to create precautions for it, find ways. In my region, too, there has been a lot of migration, emigration in particular, also to the Netherlands, to Germany, to many other European countries.	de	[51:00] Ja, ich denke, ich sollte noch mal klarstellen, ich komme aus Spanien. Wie gesagt, wir haben einen starken Anstieg der Arbeitslosigkeit innerhalb von wenigen Monaten erfahren, auf 15, jetzt inzwischen auf 18 Prozent sogar in einigen Regionen des Landes. Wir haben auch eine Verantwortung; ich denke, dass muss auch klar sein; gegenüber der Menschheit, würde ich sagen. Wir müssen natürlich auch dafür Sorge tragen, dass wir unseren Lebensstandard erhalten, aber wir müssen auch einen Ausweg finden. Alle Menschen auf der Welt haben das Recht zu essen, sich zu ernähren, seine Kinder zu erziehen. Ich denke, wir haben genug Möglichkeiten hier in Europa, um mit der Einwanderung fertig zu werden, ja? Und dass wir auch gleichzeitig dafür Sorge tragen, dass eben die Herkunftsländer der Einwanderer sich weiterentwickeln können; wirtschaftlich, aber auch kulturell und sozial. Es ist auch eine Frage der Solidarität zwischen den Kontinenten, zwischen den Ländern. Wie gesagt, man sollte sich vielleicht auch mal daran erinnern, wie Andalusien, meine Region, vor 8 Jahrhunderten noch aussah. Da gab es sehr viel Einwanderung, später auch Auswanderung – und ich denke, niemand verlässt sein Heimatland aus Spass, sondern die Leute machen das aus Not, weil sie nichts mehr haben um zu überleben. Kaum noch etwas zu essen. Sie machen das nicht unbedingt freiwillig. Also das Leben muss schon sehr schlecht sein, es muss einem sehr schlecht gehen, damit man sich dazu entschliesst, seine Heimat zu verlassen und dass es eben auch keinerlei Aussicht auf Besserung gibt, dass sich die Dinge eben nicht kurzfristig im Land verbessern lassen. Ich denke, wir müssen eben dafür Sorge tragen, dass es einen stärkeren Ausgleich gibt zwischen den verschiedenen Regionen der Welt. Und ich möchte auch noch auf Folgendes hinweisen: Jeder hat seine eigene Sprache und seine eigene Kultur; die müssen auch respektiert und geschützt werden. Ich möchte eben auch dafür Sorge tragen, dass jeder einzelne seine Sprache und seine Kultur behalten und pflegen darf. Sie sollten also dafür sorgen, dass alle miteinander auskommen, ja? Egal welche Meinung wir auch von dem Anderen haben. Gut, in der heutigen Zeit, also damals, ich sprach ja von der Zeit vor 800 Jahren. Als in meiner Region Andalusien ganz verschiedene Völker, ganz verschiedene Religionen gut miteinander auskamen, also die Moslems, die Christen, die Juden, da gab es eine grosse Eintracht, das ist verloren gegangen. Wir müssen versuchen, wieder miteinander auszukommen, uns zu verstehen, sonst werden wir nichts erreichen. Und wenn wir also diese Situation nicht verstehen, dann werden wir auch nicht die 27 Staaten verstehen, die heute eben die Europäische Union ausmachen. Und erst wenn uns das gelingt, werden wir einen Ausweg finden. [kurze Pause] Nicht unbedingt in den Hauptstädten, so sehe ich eben auch das Problem der rückläufigen Wahlbeteiligung, das liegt auch an der wirtschaftlichen Lage, aber eben auch an diesen sozialen Missständen. Also wenn wir da irgendetwas erreichen wollen, dann denk ich, müssen wir da einen anderen Weg finden. Einwanderung, die müssen wir akzeptieren, müssen wir hinnehmen, man muss sie auch legalisieren. Man muss dafür eben Vorkehrungen schaffen, Wege finden. Auch in meiner Region, da hat es auch viel Migration gegeben, Auswanderungen insbesondere, auch in die Niederlande, nach Deutschland, in viele andere Staaten Europas. [56:11]	2
Could we work more? I agree, but no one wants to put up with others or likes to be invaded [invaded] in their privacy by others. Even if for some ... it is possible of this intimacy, means his country. But this problem, as you said, it is a problem, which can not be solved. I do not see how. I think it would be better if we could evolve. Even if you want to say that these immigrants are attracted by the fact that we live well. But we can't put them down, we can't kill them. What can we do to them? but we can grow ourselves eventually.	fr	[57 :15] est-ce que on pourrait travailler plus ? Je suis d’accord, mais personne ne veut supporter les autres ou n’aime pas être invadé[envahit] dans son intimité par les autres. Même si pour certains… il est possible de cette intimité, veut dire son pays. Mais ce problème, comme vous l’avez dit, c’est un problème, qui ne peut pas être résolu. Je vois pas comment. Je crois que ce serait mieux si nous, on pouvait évoluer. Même si vous voulez dire que ses immigrés sont attirés par le fait que nous vivons bien. Mais on ne peut pas les reposer, on ne peut pas les tuer. Qu’est-ce qu’on peut leur faire ? mais on peut grandir nous-mêmes éventuellement. [58 :08]	1
I do not agree with my neighbour. My name is Sasha. I do not agree with this opinion. I do not think that nowadays economic crime increases. If there is an economic crime then only among the high positions in the country to which immigrants do not have access.	pl	[1:15:01]I do not agree with my neighbour. My name is Sasha. I do not agree with this opinion. I do not think that nowadays economic crime increases. If there is an economic crime then only among the high positions in the country to which immigrants do not have access. [1:15:30]	2
Let’s take the example of a welfare state. If all the people were on the same level, everything would be different. For example in Sweden there is a tradition of a welfare state. In Sweden if somebody drove the car too fast, he is getting a fine immediately and this fine is proportional to this person’s earnings. It is how it works in Sweden. However, you said 10%, for me it is not a problem. If all people paid why not me. If someone imposes on me such system, then why not. The point is that not only me. In Sweden everyone is paying for such purposes. Of course Nuca, we cannot solve in 5 minutes all problems of this world.	pl	[1:08:23]Let’s take the example of a welfare state. If all the people were on the same level, everything would be different. For example in Sweden there is a tradition of a welfare state. In Sweden if somebody drove the car too fast, he is getting a fine immediately and this fine is proportional to this person’s earnings. It is how it works in Sweden. However, you said 10%, for me it is not a problem. If all people paid why not me. If someone imposes on me such system, then why not. The point is that not only me. In Sweden everyone is paying for such purposes. Of course Nuca, we cannot solve in 5 minutes all problems of this world. [1:09:16]	1
So, I want to tell you what I think. The immigrants who come to our country do not adapt to our customs. When I go to their homes, I adapt to their customs, to their traditions. But those who come to my country... And I feel obliged to adapt to their customs. And this is not normal. At least I don't consider it normal. When I go to another country, I know how to adapt to the customs of that country. If I go to the Mosque, why do I take off my shoes? If in such and such a school, why do I have to take off a cross? For me this is not normal. You adapt, you don't adapt, that's it. In any case, that's what I think.	fr	[01 :10] Alors, je veux vous dire ce que je pense. Les immigrés qui arrivent à notre pays, ne s’adaptent pas à nos coutumes. Quand je vais chez eux, je m’adapte à leurs coutumes, à leurs traditions. Alors que ceux qui viennent dans mon pays…  Et je me sens obligée de m’adapter à leurs coutumes. Et ça ce n’est pas normale. En tous cas je ne considère pas que ce soit normal. Quand si je vais dans un autre pays, je sais m’adapter aux coutumes de ce pays. Si je vais à la Mosquée pourquoi j’enlevais mes chaussures ? Si dans tel ou tel école, pourquoi faut-il enlever une croix ? Pour moi ce n’est pas normale. On s’adapte, on ne s’adapte pas, voilà. En tous cas, c’est ça que je pense. [01 :53]	0
I would just like to add to Hungary's answer: I don't know if there was an African country from which we didn't welcome people, because a lot of Africans came to our colleges and universities and the majority of these Africans went back home, there are a few who stayed, but they were trained, they are part of Europe - yes, before the European Union, we'll say it like that. So each university had a quota of people, had a department where in fact there were mostly foreign students, mostly Africans and some Asians. So they could come for free and some had to pay a fee. So it was a good compromise and it didn't cost Hungary that much. So it was a kind of help; today it's changed, it's over, we don't have African students anymore, we have Norwegians, we have Scandinavians, but all slowly the universities - well, it's a new orientation of education - we train lawyers, and lawyers and engineers, that's it but - I would say that in fact we train highly qualified unemployed people, that's it And our education strategy is wrong: what is happening today in the Union is not satisfactory because today someone who is twenty years old and has a manual job, what can he do? Nothing at all, there is no more production. Me in my time, I went to a technical school, at eighteen I was plunged into the deep end, I was given a team and there it was, work was everywhere, today it's not possible anymore.	fr	[13:16] Moi j’aimerais simplement compléter auparavant la Hongrie : Moi je ne sais pas s’il y avait un pays Africain d’où on n’aurait pas accueilli des gens, car énormément d’Africains sont venus dans nos écoles supérieures et dans nos universités et donc la majorité de ces personnes Africains sont retourné chez eux, il y a un petit peu qui sont restés mais ils ont été formés, font parties de l’Europe – oui, avant l’Union Européenne, on va dire comme ça. Donc chaque université avait un quota des gens, avait un département ou en fait il y avait donc en majorité des étudiants étrangers, surtout des Africains et quelques Asiatiques. Donc voilà, ils pouvaient venir gratuitement et certains devaient payer un minerval, voilà. Donc, c’était un bon compromis et ça ne coutait pas tellement à la Hongrie, voilà. Donc c’était une sorte d’aide ; aujourd’hui ça a changé, c’est fini, on n’a plus d’étudiants africains, on a des norvégiens, on a des scandinave, mais tous doucement les universités – bon, c’est une nouvelle orientation d’éducation – on forme des juristes, et des juristes et des juristes ou des ingénieurs, voilà mais –  je dirais qu’en fait nous formons des chômeurs hautement qualifiés, voilà. Et notre stratégie d’éducation est mauvaise : Ce qui ce passe aujourd’hui au sein de l’Union n’est pas satisfaisant car aujourd’hui quelqu’un qui a vingt ans et qui a un métier manuelle, qu’est-ce qu’il peut faire ? Rien du tout, il n’y a plus de production. Moi dans mon temps, j’ai fait une école technique, à dix-huit ans j’ai été plongé dans le profonde, on m’a donné une équipe et voilà, le travail était partout, aujourd’hui ce n’est plus possible. [15:47]	1
I think there is already a fundamental difference based on certain projects. For some people who are already in privileged situations, who can afford higher education and then have the luxury of being able to benefit from the Erasmus program and live elsewhere. When you compare just this kind of contemporary situation with people who are suffering, who are feeling bad. Well, I am not saying that these people should absolutely stay in their own country, but they must have good prospects for the future, for their well-being, in their own country. And this has to be said and repeated in relation to a kind of cooperation aid already in their country. Then they would not feel the need to emigrate.	fr	[22 :16] Je crois qu’il y a déjà une différence fondamentale se basant sur certains projets. Pour certaines personnes qui sont [situés] déjà dans des situations privilégiés, qui peuvent se permettre des études supérieures et qui alors ont le luxe encore de pouvoir bénéficier du programme Erasme et de loger ailleurs. Quand on compare justement ce genre de situation contemporaine avec des gens qui souffrent, qui se sentent mal. Eh bien, je ne dit pas que ces gens devraient rester absolument dans leur pays, mais ils doivent dans leur propre pays déjà avoir de bonnes perspectives d’avenir, de bien-être. Et cela doit être dit et répéter par rapport à une sorte d’aide de coopération déjà dans leur pays. Comme ça, ils n’éprouveraient pas le besoin d’émigrer. [23 :18]	1
It seems to me that Polish people are prejudiced, to a certain extent, against immigrants who do not belong to a European culture. I think the problem is that we have a stereotyped approach and that we are reluctant to think in a new way of other cultures. That seems to me a big problem in Poland. Off course I am generalizing it, but there is some lack of tolerance in Polish culture and this is quite a disadvantage. Thank you.	pl	[12:15] It seems to me that Polish people are prejudiced, to a certain extent, against immigrants who do not belong to a European culture. I think the problem is that we have a stereotyped approach and that we are reluctant to think in a new way of other cultures. That seems to me a big problem in Poland. Off course I am generalizing it, but there is some lack of tolerance in Polish culture and this is quite a disadvantage. Thank you.[12:52]	1
"Yes, the word has just come up actually about selection. You have to select who is allowed, who is not allowed. I have a little difficulty with the word ""select"" for historical reasons. According to what criteria do you want to let people into the EC or reject them? Yes? That is one side. Then I have something to say about that, I mean, because it's always been said that way, ""A doctor who is sick can't cure a patient."" If we go on like this, we will be the sick doctor, and at the moment we have economic problems everywhere you look, and we certainly can't solve them by letting illegal immigrants into the European Union. That is not possible, we are sick. So we have to be a bit more consistent on this point of immigration, not ""well maybe"" and ""let's see"" and so on. But I am not necessarily talking about those who come to us because they are politically persecuted or who come from countries that are at war. So I would like to make a small distinction there. Only those who come over because they have heard that they are coming over - coming into the EU - because they have heard that this is the country where milk and honey flow, and they don't know what they are getting into, we can't accept that."	de	[19:33] Ja, es ist eben das Wort eigentlich von der Selektion gefallen. Man muss das selektieren, wer darf, wer darf nicht. Ich tu mich aus geschichtlichen Gründen ein wenig schwer mit dem Wort „selektieren“. Nach welchen Kriterien will man Leute in die EG rein lassen oder sie ablehnen? Ja? Das ist die eine Seite. Dann habe ich noch etwas dazu zu sagen, meine ich, denn es heisst immer so schon: „Ein Arzt, der krank ist, kann keinen Patienten heilen.“ Wenn wir so weiter machen, dann sind wir der kranke Arzt und wir haben ja im Augenblick ja doch wo man hinguckt wirtschaftliche Probleme und die können wir bestimmt nicht dadurch lösen, indem wir illegale Einwanderer hier in die Europäische Union hinein lassen. Das geht nicht, wir sind krank. Also man müsste in diesem Punkt der Einwanderung etwas mehr konsequent sein, nicht „naja vielleicht“ und „mal sehen“ und so weiter. Ich spreche jetzt aber auch nicht unbedingt von denen, die zu uns kommen, weil sie politisch verfolgt sind oder die aus Ländern kommen, die im Krieg stehen. Also da möchte ich schon einen kleinen Unterschied machen. Nur, die rüber kommen, weil sie gehört haben, also rüber kommen – in die EU reinkommen –, weil sie gehört haben, dass das das Land ist, wo Milch und Honig fliessen, und gar nicht wissen auf was sie sich eigentlich darauf einlassen, das können wir nicht so akzeptieren. [21:18]	1
I think the problem of immigration, illegal immigration is really a very big one, in general. And I think you can only do something about it by changing something in the countries of origin, through appropriate development aid. I know that this will certainly only happen very slowly. But if I imagine that drinking water will become very scarce at some point due to drought catastrophes and so on, then illegal immigration will increase more and more towards the north, towards Europe. And I think we have to invest much more in Africa. It is better than having to pay social welfare here.	de	[5:03] Ich denke, das Problem der Immigration, der illegalen Immigration ist wirklich ein sehr grosses, ganz allgemein. Und ich denke, man kann dagegen nur etwas tun, indem man etwas in den Herkunftsländern etwas verändert, durch entsprechende Entwicklungshilfe. Ich weiss, dass das sicherlich nur ganz langsam geht. Aber wenn ich mir vorstelle, dass das Trinkwasser irgendwann sehr knapp wird durch Dürrekatastrophen und so weiter, dann wird die illegale Immigration immer mehr zunehmen Richtung Norden, nach Europa. Und ich denke, wir müssen da gerade in Afrika wesentlich mehr investieren. Es ist besser als hier Sozialhilfe zahlen zu müssen. [5:44]	1
One more time I would like to say that immigrants are not only cheap labour. Immigrants are also people with a high education which can give a big potential to the country and bring kind of a new values. For example, I know some cases where people from Belarus assume law companies in Poland, which tightened relations between Poland and Belarus. They are creating many indicatives, for example construction enterprises. What I mean is that they are not coming only for strawberries harvest or construction works but they are also tightening international cooperation.	pl	[1:25:48]One more time I would like to say that immigrants are not only cheap labour. Immigrants are also people with a high education which can give a big potential to the country and bring kind of a new values. For example, I know some cases where people from Belarus assume law companies in Poland, which tightened relations between Poland and Belarus. They are creating many indicatives, for example construction enterprises. What I mean is that they are not coming only for strawberries harvest or construction works but they are also tightening international cooperation.[1:26:44]	2
A question for Udo: To what dimension is the problem with the migration of workers growing?	de	[04:53] Eine Frage an Udo: In welche Dimension wächst das Problem mit der Abwanderung von Arbeitskräften? [04:59]	1
Yes but if a worker is unemployed and gets unemployment benefits, as a legal worker yes. But if you're unemployed and you get unemployment benefits, you still pay taxes. That's still... the laws have to be respected, I mean by that. There are already situations of immigrants who maybe committed a crime, are in prison. Well, then they should be expelled from the country. They have committed a crime and that's what I mean when I say control entering and leaving the country.	de	[23:30] Ja aber wenn ein Arbeitnehmer erwerbslos ist und  Arbeitslosengeld bekommt, als legaler Arbeitnehmer ja schon. Aber wenn man erwerbslos ist und Arbeitslosengeld bekommt, bezahlt man ja auch noch Steuern. Das ist immerhin noch… die Gesetze müssen eingehalten werden, meine ich damit. Es gibt schon Situationen von Einwanderern, die vielleicht ein Verbrechen begangen haben, im Gefängnis sind. Nun, dann sollten sie ausgewiesen werden aus dem Land. Sie haben ein Verbrechen begangen und das meine ich, wenn ich sage Kontrolle beim Ein- und Austritt aus dem Land. [24:19]	1
But we should not forget about the Holocaust and the Second World War. We should recall the Jews’ problem in Germany. We should remember such tragic examples. They were not immigrants but a religious minority. They were people that have been living there for a long time. They had to be destroyed, exterminated…	pl	[25:34]But we should not forget about the Holocaust and the Second World War. We should recall the Jews’ problem in Germany. We should remember such tragic examples. They were not immigrants but a religious minority. They were people that have been living there for a long time. They had to be destroyed, exterminated…[26:04]	1
As far as I'm informed, from Spain I don't know so well, but are in Germany, they go more out of Germany in the last so... than they come in. So, that some go back, or Germans go to other countries. So, as far as I know, it's not that dramatic for Germany at the moment - except for those who are already here. Or?	de	[11:42] Soweit ich informiert bin, von Spanien weiss ich nicht so gut Bescheid, aber sind ja in Deutschland, die gehen ja mehr aus Deutschland raus in den letzten so… als sie rein kommen. Also, dass welche zurück gehen, oder Deutsche in andere Länder gehen. Also, soweit ich weiss ist das für Deutschland im Moment gar nicht –  ausser denen, die schon hier sind – gar nicht so dramatisch. Oder? [12:08]	1
