cleaned_comment	orig_lang	speech	storytelling
When we can, for instance, sign an agreement that would allow to a given person to work in the country of origin, we are influencing the democracy. First the 5 countries, and then we were gradually expanding. I think it is a good solution.	pl	[48:35] When we can, for instance, sign an agreement that would allow to a given person to work in the country of origin, we are influencing the democracy. First the 5 countries, and then we were gradually expanding. I think it is a good solution. [48:59]	0.0
I would have liked to talk about the subject before, how we moved on to another one. So, if we talk about selection, as far as nature is concerned, the selection that chooses the strongest men, the most robust, that means we have to put them out of all this because if not, we won't be able to do it. Because in the end, none of the [pain?] comes from there. But now on the previous subject. I completely understand what (...) meant. It is that there is no reciprocity between countries. Yes, you can receive it from abroad, but as a consequence in their country you should do the same thing. So a [minimum?] culture means that everyone adapts, that everyone does what they want; we are a democracy. But we have to adapt because we go to their country, it's not the same thing. And so yes, there has to be some form of selection.	fr	[04 :30] J’aurais voulu parler du sujet antérieurement, comment on est passé à un autre. Alors, et si on parle de sélection, quant à la nature, la sélection qui choisi les hommes les plus forts, les plus robustes, ça veut dire il faut quand même les mettre un peu dehors de tous ça parce que si non on va [peiner ?] pas. Car finalement aucun[ ?] ne vient de là. Mais maintenant sur le sujet antérieur. Je comprends tout à fait ce que voulait dire (…). C’est qu’il n’y a pas de réciprocité entre les pays. Oui, on peut l’accueillir de l’étranger, mais par conséquence dans leur pays on devrait faire la même chose. Donc une culture [minimum?] veut dire que tout le monde s’adapte, que chacun fait ce qu’il veut ; nous sommes une démocratie. Mais il faut qu’on adapte parce que on va chez eux ce n’est pas la même chose. Et donc oui, il faut une certaine forme de sélection. [05 :28]	0.0
And on top of that, it's paid for by the administrations, by the commune if you like.	fr	[01 :40] Et en plus c’est payé par les administrations, par la commune si vous voulez. [01 :45]	0.0
... to contradict, we are neighbors of Ukraine and we have had Ukrainians in our country. Things are not as rosy as that. We can't compare ourselves to the Portuguese and I consider that an aberration, we can't say that they are better than the Portuguese. There are some who have an intellectual capacity that can adapt to that of the average European, but God forbid, we can't compare them with the Portuguese. I don't agree at all. It is incomparable. And the Moldavians, on the other side of the Prut, which is a river, even if we wanted them to be at the same level, they are 50 years behind. You can't compare them. They are not at the same level. [1 :	fr	[1 :25 :57] … contredire, on est des voisins de l’Ukraine et on a eu des ukrainiens chez nous. Les choses ne sont pas aussi roses que ça. On ne peut pas se comparer aux portugais et je considère que c’est une aberration, on ne peut pas dire qu’ils sont meilleures que les portugais. Il y en a certains qui ont une capacité intellectuelle qui peut adapter à celle de la moyenne des européens mais que dieu me garde, on ne peut pas les comparer éventuellement avec les portugais. Je ne suis pas d’accord du tout. C’est incomparable. Et le Moldave, de l’autre coté du Prut, qui est une rivière, même si on voulait qu’ils soient au même niveau, ils sont 50 années en arrière. On ne peut pas les comparer. Ils ne sont pas au même niveau. [1 :26 :49]	0.0
Yes, that's exceedingly interesting. The EuroPolis document is really well done, I want to know if the politicians who are discussing these things have all this information available. Did they take into account all that is in here and really base their decision on that, on all that information? I don't know. It would have been good to have received all of this beforehand from the people in charge. Because I have the impression that the official Spaniards are not doing their job very well, they are not very efficient in this subject area.	de	[29:37] Ja, das ist überaus interessant. Das EuroPolis Dokument ist wirklich gut gemacht, ich möchte wissen, ob die Politiker, die über diese Dinge diskutieren, all diese Informationen vorliegen haben. Haben sie all das was hier drin steht berücksichtigt und ihre Entscheidung wirklich darauf gestützt, auf all diese Informationen? Ich weiss es nicht. Es wäre gut gewesen, das Ganze schon vorher bekommen zu haben von den Verantwortlichen. Ich habe nämlich den Eindruck, dass die offiziellen Spanier ihre Aufgabe nicht sehr gut erfüllen, sie sind nämlich nicht sehr effizient in diesem Themenbereich. [30:15]	0.0
Well, I think that the basis of migration policy should already be the same. Because if it is different from country to country, then we will still encourage that in countries where the immigration policy is more flexible, more tolerant, there will be higher numbers coming there, larger groups. The basis should be the same, so that the burden for each country is comparable. Another aspect is not discussed enough, I think. Migration should not necessarily always be final, it could also be temporary. There are sometimes very strict and very rigid rules at the entry point of the migration movement, but not anymore when it comes to exit, when this should be stopped. There is no monitoring of the whole process to see if these rules and regulations are also met or consistently followed. At the entrance into the space there is a control, but when contracts expire or when a certain framework is covered then or the migration needs are met, then you should also regulate the exit again.	de	[40:21] Nun, ich glaube, dass die Grundlage der Migrationspolitik schon die Selbe sein sollte. Wenn sie nämlich von Land zu Land unterschiedlich ist, dann werden wir noch fördern, dass in Ländern in denen die Einwanderungspolitik flexibler, toleranter ist, dort auch höhere Zahlen hinkommen, grössere Gruppen. Die Grundlage sollte die gleiche sein, damit die Belastung für die einzelnen Länder vergleichbar ist. Ein anderer Aspekt wird nicht genügend diskutiert, wie ich finde. Die Migration sollte nicht unbedingt immer endgültig sein, sie könnte auch zeitweilig sein. Es gibt zuweilen sehr strikte und sehr rigide Regeln an der Eintrittsstelle der Migrationsbewegung, aber nicht mehr, wenn es um den Austritt geht, wenn dies beendet werden soll. Es gibt keine Begleitung des gesamten Prozesses um zu schauen ob diese Regeln und Vorschriften auch erfüllt oder beständig eingehalten werden. Am Eingang in den Raum gibt es eine Kontrolle, aber wenn Verträge auslaufen oder wenn ein bestimmter Rahmen abgedeckt ist dann oder der Migrationsbedarf erfüllt ist, dann sollte man auch den Ausgang wieder regeln. [41:42]	0.0
Well it's now a reason why people are leaving the country. But I can't assume...I hear that people go on vacation, then they're also eligible for a visa and then they don't go back. After that, they become illegals and then they have to be handled as such, so that's where you have to intervene. That has to be said very clearly, I think. Legal migrants are the ones for whom we provide quotas, and the others don't fit into the picture. As soon as they become illegals, they have to intervene, I mean. Even if we took everything from their countries of origin in the past... never mind. Illegal is illegal. We certainly have to help them escape poverty in their countries, but otherwise a rule is a rule.	de	[35:47] Nun es ist jetzt ein Grund, weshalb die Leute das Land verlassen. Ich kann aber nicht annehmen… ich höre, dass Leute Urlaub machen, dann auch Anspruch haben auf ein Visum und dann nicht zurück gehen. Danach werden sie zu Illegalen und dann müssen sie als solche gehandhabt werden, also da muss man eingreifen. Das muss ganz klar gesagt werden, finde ich. Legale Migranten sind die, für die wir Quoten vorsehen, und die anderen passen nicht ins Bild. Sobald sie zu Illegalen geworden sind, müssen sie eingreifen, meine ich. Auch wenn wir alles aus ihren Herkunftsländer in der Vergangenheit genommen haben… egal. Illegal ist illegal. Wir müssen sicher helfen, in ihren Ländern der Armut zu entfliehen, aber sonst ist eine Regel eine Regel. [37:18]	0.0
As far as I'm informed, from Spain I don't know so well, but are in Germany, they go more out of Germany in the last so... than they come in. So, that some go back, or Germans go to other countries. So, as far as I know, it's not that dramatic for Germany at the moment - except for those who are already here. Or?	de	[11:42] Soweit ich informiert bin, von Spanien weiss ich nicht so gut Bescheid, aber sind ja in Deutschland, die gehen ja mehr aus Deutschland raus in den letzten so… als sie rein kommen. Also, dass welche zurück gehen, oder Deutsche in andere Länder gehen. Also, soweit ich weiss ist das für Deutschland im Moment gar nicht –  ausser denen, die schon hier sind – gar nicht so dramatisch. Oder? [12:08]	0.0
Legal immigration is legal immigration. It means: I am leaving my country, I am getting a new job in another country and I am earning money. It seems to me that we are too sentimental over the legal immigrants. If we can afford to keep our own citizens why do we keep illegal immigrants? It is clear that we can not afford for this matter. That’s life. We should not be too sensitive. If we cannot deliver a health system to our citizens why should I care about the illegal immigrants? We are in a bad situation and we still have to help those that do badly. Maybe it is not a Christian but a moral behaviour. Thank you.	pl	[48:43]Legal immigration is legal immigration. It means: I am leaving my country, I am getting a new job in another country and I am earning money. It seems to me that we are too sentimental over the legal immigrants. If we can afford to keep our own citizens why do we keep illegal immigrants? It is clear that we can not afford for this matter. That’s life. We should not be too sensitive. If we cannot deliver a health system to our citizens why should I care about the illegal immigrants? We are in a bad situation and we still have to help those that do badly. Maybe it is not a Christian but a moral behaviour. Thank you.[49:39]	0.0
Here, when we are talking about immigration, it should be first identified why a certain person left his country. Just like my friend before said to be a refugee is also a man, which probably feels bad in his own country. For example, when his country’s situation does not give him a life in dignity. So I think that every country should identify immigrants and help them in certain ways, for example with social benefits. I know that some countries for example Poland are not rich countries, so they need EU help in such a matter. Especially the countries where immigration is quite high.	pl	[05:12]Here, when we are talking about immigration, it should be first identified why a certain person left his country. Just like my friend before said to be a refugee is also a man, which probably feels bad in his own country. For example, when his country’s situation does not give him a life in dignity. So I think that every country should identify immigrants and help them in certain ways, for example with social benefits. I know that some countries for example Poland are not rich countries, so they need EU help in such a matter.  Especially the countries where immigration is quite high.[06:13]	0.0
i can agree with Franz. We have many different countries and all of them somehow care about autonomy. The goal is maybe now to find a common European approach. To get away from this autonomy. We should not only focus on the specifics of each one, let's look at the commonalities. Now I can also agree with Manfred on the following: crime. This is indeed a sociological problem and not a migration problem. Many things are raised here, but somehow we get lost. We fail to focus on one question and one answer.	de	[1:10:39] ich kann Franz zustimmen. Wir haben viele unterschiedliche Länder und allen liegt doch irgendwie die Autonomie am Herzen. Ziel ist vielleicht, nun einen gemeinsamen europäischen Ansatz zu finden. Weg zu kommen von dieser Autonomie. Wir sollten uns nicht nur auf die Besonderheiten jedes einzelnen konzentrieren, schauen wir mal auf die Gemeinsamkeiten. Nun kann ich auch Manfred bei folgendem Zustimmen: die Kriminalität. Hier handelt es sich in der Tat um ein Soziologisches Problem und nicht um ein Migrationsproblem. Hier werden viele Dinge aufgebracht, aber irgendwie verlieren wir uns. Es gelingt uns nicht, auf eine Frage zu konzentrieren und eine Antwort. [1:11:31]	0.0
Yes, I think that maybe we can find a solution, but only in the long term.	de	[48:58] Ja, ich glaub schon, dass wir vielleicht mal eine Lösung finden können, aber nur sehr langfristig. [49:06]	0.0
I totally agree with what the previous speakers said. It is good that we talk about it, about immigration. There is also labour, professional, vocational immigration but this fits into a broader context. Appropriately equal distribution of goods and wealth, which is being worked out in European frames. Resources to develop labour markets in Europe and its poorest regions need to be founded, so that people would not need to leave and immigration would not be a noticeable problem. Of course, it cannot be solved right away, but I think that it is a fundamental issue.	pl	[01:50] I totally agree with what the previous speakers said. It is good that we talk about it, about immigration. There is also labour, professional, vocational immigration but this fits into a broader context.  Appropriately equal distribution of goods and wealth, which is being worked out in European frames. Resources to develop labour markets in Europe and its poorest regions need to be founded, so that people would not need to leave and immigration would not be a noticeable problem. Of course, it cannot be solved right away, but I think that it is a fundamental issue. [02:34]	0.0
So I continue. I think that each member state must have its own autonomy to define the criteria and the conditions do not exist to be able to control the problematic situation for example. I see it more on the side of the problems. And I think that the best way is that each state has its own autonomy and the management is done according to the most criteria. So, the debate has been launched, so we're going to debate this point. [1 :	fr	[1 :15 :43] Donc je continue. Je pense que chaque état membre doit avoir sa propre autonomie pour définir les critères ainsi que les conditions n’existent pas pour pouvoir contrôler la situation problématique par exemple. Je vois plutôt les choses des côtés des problèmes. Et je pense que la meilleure manière c’est que chaque état a sa propre autonomie et la gestion c’est faite en fonction de critère le plus de quoi. Voilà le débat a été lancé, on va donc debater ce point. [1 :16 :31]	0.0
I have a very clear opinion. They should be treated in the same way. If there were more legal means of immigration, we would not have the problem of illegal immigration. It is only that when we say outside the European fortress, we accept that trained, highly qualified people, and the others remain outside. So we create the problem of illegal immigration. Otherwise, if there were regularized immigration procedures, we would not have the problem of illegal immigration.	fr	[51 :15] Moi, j’ai une opinion très claire. Il faut les traiter de la même manière. S’il y avait des moyens plus légaux d’immigration, on n’aurait pas le problème d’immigration illégale. Ce n’est que, lorsqu’on dit en dehors de la forteresse européenne, on accepte que des personnes formés, hautement qualifiés, et les autres restent dehors. Alors nous créons le problème de l’immigration illégale. Sinon, s’il y avait des procédures d’immigration régularisées, on n’aurait pas le problème de l’immigration illégale. [51 :49]	0.0
...the other solution - I'll make it shorter - the other solution [is] extremely naive. Like some were multicultural, very many young years ago were very naive in Germany, have seen the enrichments, new cultures, have become more skeptical, so laisser-faire principle. Opening the borders, legalizing the illegals in spurts; that will not make sense in my opinion. To make it simple, in the well-prepared materials, there are two points that might be partially agreed upon already here in this small circle. We needed a considered immigration, a qualified immigration. For very well also selfish, economic reasons. We have to admit that, because pure altruism leads to one's own downfall possibly. That is possible. A selected [choice] of people we need, who are also capable of integration. To make it quite sweeping, we in the small Europe although 470 million rich, cannot possibly the poverty potential, the over potential of the third world, topic overpopulation, topic births - also with the climatic change. Nowhere a keyword, it besides the globalization of the problem a topic. After all, we have population growth in these countries, fourth world, they have a birth rate up to 25 percent to 25 if we hang at 1.4. Yes.	de	[04:45] …die andere Lösung – ich mach es kürzer – die andere Lösung [ist] extrem blauäugig. Wie manche waren Multikulti, sehr viele Junge vor Jahren waren sehr blauäugig in Deutschland, haben die Bereicherungen gesehen, neue Kulturen, sind skeptischer geworden, also laisser-faire-Prinzip. Aufmachen der Grenzen, die Illegalen legalisieren in Schüben; das wird meiner Meinung nach nicht sinnvoll sein. Um es einfach zu machen, in den gut vorbereiteten Materialien gibt es zwei Punkte, auf die man sich hier in diesem kleinen Kreis vielleicht schon teilweise verständigen könnte. Wir brauchten eine überlegte, eine qualifizierte Einwanderung. Aus sehr wohl auch egoistischen, ökonomischen Gründen. Das muss man sich eingestehen, weil reiner Altruismus führt zum eigenen Untergang womöglich. Das ist möglich. Eine Ausgewählte[Auswahl] von Leuten die wir brauchen, die auch integrationsfähig sind. Um es ganz pauschal zu machen, wir in dem kleinen Europa zwar 470 Millionen reich, können unmöglich das Armutspotential, das Überpotential der dritten Welt, Thema Übervölkerung, Thema Geburten – auch beim Klimawandel. Nirgendwo ein Stichwort, es neben der Globalisierung des Problems ein Thema. Wir haben ja in diesen Ländern ein Bevölkerungswachstum, vierte Welt, die haben eine Geburtenrate bis 25 Prozent bis 25 wenn wir bei 1.4 hängen. Ja. [06:13]	0.0
I would like to react to what my neighbor said. We need immigrants for the demographic problem. We need more and more old people, in Europe we need a lot of people. It is true, yes. But then we return in the old error that we have already committed in the past, of term of ecology. We need so then good, they can come what. Then come people who come in and that's when we'll have a group that doesn't want to work, for example, as you say, and if we see the percentage that doesn't want to work and we see the percentage of natives that don't want to work either, I think those numbers are pretty similar. I even think that among the natives, there are more people who do not want to work than among the immigrants. And I remain of the opinion that as Europe, and that is why it is necessary that it is really a European policy and not by country as it is done at the moment [...], because otherwise we will never get out of it. It is at the European level that we need a policy. The donor countries, if I can call them that, I will call them Africa. If underneath they are under the economic plan, and that has a development there and that ourselves, we solve our demographic problems ourselves.	fr	[46 :46] Je voudrais réagir à ce qu’a dit ma voisine. Nous avons besoin d’immigrés pour le problème de démographie. Nous devons de plus en plus vieux, en Europe nous avons besoin de beaucoup des personnes. C’est vrai, oui. Mais on retourne alors dans l’ancienne erreur qu’on a déjà commise dans le passé, de terme d’écologie. Nous avons donc besoin donc alors bon, ils peuvent venir quoi. Puis viennent des personnes qui entrent et c'est quand on aura un groupe qui ne veut donc par exemple pas travailler, comme vous dites, et si nous voyons la pourcentage qui ne veut pas travailler et nous voyons la pourcentage d’autochtones qui ne veulent pas travailler non plus, je pense que ces chiffres sont assez similaires. Je pense même qu’à parmi les autochtones, il y a plus des gens qui ne veulent pas travailler que parmi les immigrants. Et bon je reste d’avis des lors qu’en tant que l’Europe, et c'est pourquoi il faut qu’il est vraiment une politique européenne et non pas par pays comme ça se fait en moment[ ?], parce que sinon on l’en sortira jamais. C'est au niveau européen, qu’il faut une politique. Les pays donneurs, si je peux appeler ainsi, je vais l’appeler l’Afrique. Si au-dessous ils sont sous le plan économique, et qui a un développement là-bas et que nous-mêmes, nous résolvons nos problèmes démographiques nous-mêmes. [48 :11]	0.0
Yes. I also agree that those employers should be punished, because that kind of employer who gives a job to the immigrant does not pay for his insurance. If something happens to that person, the troubles begin. So sanctions should be introduced to punish those employers, because they employ illegally not only immigrants, but our Polish workers as well. Thank you.	pl	[38:10] Yes. I also agree that those employers should be punished, because that kind of employer who gives a job to the immigrant does not pay for his insurance. If something happens to that person, the troubles begin. So sanctions should be introduced to punish those employers, because they employ illegally not only immigrants, but our Polish workers as well. Thank you.  [38:46]	0.0
I think there is already a fundamental difference based on certain projects. For some people who are already in privileged situations, who can afford higher education and then have the luxury of being able to benefit from the Erasmus program and live elsewhere. When you compare just this kind of contemporary situation with people who are suffering, who are feeling bad. Well, I am not saying that these people should absolutely stay in their own country, but they must have good prospects for the future, for their well-being, in their own country. And this has to be said and repeated in relation to a kind of cooperation aid already in their country. Then they would not feel the need to emigrate.	fr	[22 :16] Je crois qu’il y a déjà une différence fondamentale se basant sur certains projets. Pour certaines personnes qui sont [situés] déjà dans des situations privilégiés, qui peuvent se permettre des études supérieures et qui alors ont le luxe encore de pouvoir bénéficier du programme Erasme et de loger ailleurs. Quand on compare justement ce genre de situation contemporaine avec des gens qui souffrent, qui se sentent mal. Eh bien, je ne dit pas que ces gens devraient rester absolument dans leur pays, mais ils doivent dans leur propre pays déjà avoir de bonnes perspectives d’avenir, de bien-être. Et cela doit être dit et répéter par rapport à une sorte d’aide de coopération déjà dans leur pays. Comme ça, ils n’éprouveraient pas le besoin d’émigrer. [23 :18]	0.0
"I just wanted to say, because you just said on which page it is - it is page seven and it is called ""Authoritative Facts""."	de	[50:56] Ich wollte nur sagen weil du eben gesagt hast auf welcher Seite das steht – das ist Seite sieben und das heisst ‚Massgebliche Fakten‘. [51:02]	0.0
I totally agree with the moderator that we should talk about immigration from outside Europe, but the question is whether the member countries have already welcomed the flow of immigration into Europe. Because this also influences the question in Europe, whether we can still accept other people from outside Europe because of this. One of the points that arise is: an argument against the liberation of immigration, that also leads to all kinds of desires of calamity. A lesser acceptance by the Europeans by some people that makes the integration also groups to the society that will come more and more painful. And that, in itself puts then to other problems. So this process, according to me, it is not necessary to start it. One of the conditions to lead the migration from outside of Europe is to regulate the migration flow in the center of Europe as well. On condition.	fr	[52 :57] Tout à fait d’accord avec le modérateur, quant à quoi parlons de l’immigration venant en dehors de l’Europe mais la question se pose en de savoir si les pays membres par viennent a déjà bien accueillir le flux d’immigration au ça de l’Europe. Parce que cela influence aussi la question en Europe, de voir si on peut encore accepter d’autres personnes venant dehors de l’Europe de ce fait. Un des points qui se posent est le suivant : un argument contre la libération de l’immigration, ça mène aussi à tous les désires de calamité. Une acceptation moindre par les européens par certaines personnes qui fait que l’intégration se groupe aussi a la société que viendra plus en plus pénible. Et ça, en soit met alors à d’autres problèmes. Donc ce processus, selon moi, il ne faut pas le mettre en route. Une des conditions pour diriger permettre la migration d’en dehors de l’Europe, c'est d’aussi bien régler le flux migratoires au centre de l’Europe. Sur condition. [54 :16]	0.0
I will give you a concrete example. Every country perfectly knows from which different countries it has immigrants. We know why they are coming, we know all the reasons: economic or different ones. The conclusion is that we could give them some kind of quotas and then control them. We could control them without any prejudices or manipulations. Of course it would not solve all the problems but for sure somehow it will help people to come legally to different countries (because the control has been already made).	pl	[33:06]I will give you a concrete example. Every country perfectly knows from which different countries it has immigrants. We know why they are coming, we know all the reasons: economic or different ones. The conclusion is that we could give them some kind of quotas and then control them. We could control them without any prejudices or manipulations. Of course it would not solve all the problems but for sure somehow it will help people to come legally to different countries (because the control has been already made).[34:00]	0.0
I think it's a very interesting topic. There are many nuances, I for example could go on talking about it until midnight but I think time is running out and we need to put some order in this discussion. So I propose the following: This afternoon, we will only talk about legal immigration, tomorrow morning for example we will talk about illegal immigration and also I would like us to fish out a little bit the arguments given in the documents we have in front of us because I think there are really very very interesting arguments in there.	fr	[37:09] Je crois que c’est un sujet très intéressant. Il y a des nombreuses nuances, moi par exemple je pourrais continuer en parler jusqu'à minuit mais je pense que le temps presse et il faut mettre un peu de l’ordre dans cette discussion. Donc moi je propose la chose suivante : Cet après-midi, on ne parlera que de l’immigration légale, demain matin par exemple on parlera de l’immigration illégale et également je voudrais bien qu’on repêche un petit peu les arguments donnés dans les documents que nous avons sous les yeux car je pense il y a vraiment des arguments très très intéressants là-dedans. [37:48]	0.0
I just wanted to say that language is a very important factor in integration. One of the most important. And I also think that it's a matter of give and take. That the immigrants don't just have to be willing from let's say [again] also to learn the language and secondly to integrate and not just always make demands that the state, whether it's Germany or Spain, pay for them.	de	[53:25] ich wollte nur sagen, dass Sprache ein sehr wichtiger Faktor ist in der Integration. Mit der wichtigste. Und ich denke auch, dass es eine Sache von Geben und Nehmen ist. Dass die Immigranten nicht einfach von sagen wir mal, [wied.] auch bereit sein müssen, die Sprache zu lernen und zweitens sich zu integrieren und nicht nur immer Forderungen stellen, dass der Staat, egal ob’s Deutschland oder Spanien ist, für sie aufkommt. [54:13]	0.0
"So two things, very briefly. First of all, we are all here together to talk about immigration. And it's a very important thing. But is the problem as big as everybody thinks it is? When you look at the numbers, actually, when you look at why Europe allows migration. I think that things complement each other very well. I think, because here, it is true, that sometimes there are a little bit of grating, those that can then pose problems in this or that dimension and here we do not have, but it is as soon as at the level of the numbers, in any case, we do not have a very important problem. It is certain incidents that suddenly make it a problem. I would like to mention the first point. The second point, and here I would like to react to what you said. In fact, as soon as we have taken the best out of these developing countries, the question is whether we should not also support the people in these countries. On the spot. I know that in the Netherlands they had [...] it's called ""circular"". And in fact it's about 200 people outside of Europe who took an internship in the Netherlands and gained work experience and so on, and then they went back to their country. Of course, it was just a drop in the ocean. But it was still a way for the people in those countries to be supported."	fr	[38 :54] Alors deux choses, très brièvement. Premièrement, tous sommes ici ensembles pour parler d’immigration. Et c’est quelque chose fort important. Mais le problème, est-il bien aussi important que tout le monde le pense? Quand on voit les chiffres, proprement dit, quand on voit le pourquoi l’Europe permet migration. Je pense que les choses se complètent très bien. Je pense, car ici là, c’est vrai, qu’il y a parfois un petit peu des râpages, ceux qui peut alors poser des problèmes en tel ou tel dimension et là on n’a pas, mais c’est dès qu’au niveau des chiffres, en tout cas, on n’a pas un problème très important. Ce sont certains incidents qui font que tout à coup ça devient un problème. Je voudrais évoquer autant que premier point. Le deuxième point, et la, je voudrais réagir à ce que tu as dit. En fait, dès que nous avons sortis les meilleures de ces pays en développement, la question ça va alors s’il ne faut pas non plus soutenir les gens dans ces pays-là. Sur place. Je sais qu’aux Pays-Bas ils avaient des […] ça s’appelle «circulaire». Et en fait il s’agit de 200 personnes en dehors de l’Europe qui ont suivi un stage au Pays-Bas et y ont gagné d’expérience professionnelle etc. et ensuite ils sont retournés dans leur pays. Bon, sur, c’était qu’une goutte dans l’océan. Mais c’était quand même une façon pour que les personnes dans ces pays soient soutenues.  [40 :41]	0.0
It's currently the case that we can't really solve the immigration problem, but if that's not the case, then we just have to make the border controls to third countries stricter. And I think we have to be quite strict there, at the European Union level, and once that's the case, then you can see what can be done.	de	[22:18] Es ist augenblicklich so der Fall, dass wir nicht wirklich das Einwanderungsproblem lösen können, aber wenn das nicht der Fall ist, dann müssen wir einfach die Grenzkontrollen nach Drittländern strenger machen. Und ich denke, dass wir da ganz streng sein müssen, auf Ebene der europäischen Union und wenn das einmal der Fall ist, dann kann man sehen, was da gemacht werden kann. [22:44]	0.0
I wanted to say something about the legal immigrants. I was listening to this this afternoon. We want to stick to principles, we are talking about foreigners. Certainly there should be some control, but there should also be quotas in terms of different countries. That's [the] view of Denmark in that respect, I should say.	de	[25:34] Ich wollte was zu den legalen Einwanderern sagen. Ich habe da zugehört halt heute Nachmittag halt. Wir wollen uns an Prinzipien halten, wir sprechen von Ausländern. Sicherlich sollte es eine bestimmte Kontrolle geben, es sollte aber auch Quoten geben hinsichtlich der verschiedenen Länder. Das ist [die] Ansichtsweise Dänemarks in der Hinsicht, sollte ich mal sagen. [26:28]	0.0
Just one sentence: I think the magic word is simply leveling. The magic word is simply, if everybody is doing equally well everywhere, then we don't have the problem anymore. That's it. And we simply have to work on that, at least try to get it right in Europe. And otherwise help as much as possible. Because I think that the EU and Europe are incredibly generous anyway, because if we look around a bit, and be it Australia or be it America, yes: They are building walls against Mexico; big fat ones, hundreds of kilometers long, yes? Against the immigrants. Or just what you have to bring for a deposit in Australia, yes? You have to put down a lot of money to even be allowed to stay. And I think the EU is, as far as it is possible, very very very generous and humane. But still: Level equality: Make sure that everyone is equally well off. From.	de	[43:01] Nur ein Satz: Ich glaub das Zauberwort ist einfach Nivellierung. Das Zauberwort heisst  einfach, wenn es überall allen gleich gut geht, dann haben wir das Problem nicht mehr. Das ist es. Und daran muss man schlicht und einfach arbeiten, zumindest versuchen, es in Europa auf die Reihe zu kriegen. Und ansonsten halt so gut wie möglich helfen. Denn ich denk, dass die EU und Europa ohnedies wahnsinnig grosszügig ist, weil wenn wir uns ein bisschen umschauen, und sei es Australien oder sei es Amerika, ja: Die bauen Mauern gegen Mexiko; dicke fette, hunderte von Kilometern lange, ja? Gegen die Einwanderer. Oder eben, was man in Australien für ein Deposito mitbringen muss, ja? Da muss man erst mal ganz viel Geld hinlegen, damit man überhaupt bleiben darf. Und ich denk, die EU ist eh, soweit es ihr möglich ist, sehr sehr sehr grosszügig und menschlich, soweit es halt möglich ist. Aber trotzdem: Niveaugleichheit: Schauen, dass es allen gleich gut geht.  Aus. [44:18]	0.0
The quotas system should be set according to the budget of each state. For example, when the state has a large inflow of immigrants, the EU should give more money and assist certain country and its immigrants.	pl	[41:48]The quotas system should be set according to the budget of each state. For example, when the state has a large inflow of immigrants, the EU should give more money and assist certain country and its immigrants.[42:08]	0.0
Possibly also the same wages. I believe, without doubt, that it would suit our Polish friends, precisely, the same wages. The Dutch would rather lose in this solution. Well good, but I have a feeling, that if we would go this way, in the direction of that possible solution, there are certain traps how to get around this. If we have had the same language for example, the problems would be solved. However, we are all aware that it is not that simple. It definitely will not function.	pl	[44:29] Possibly also the same wages. [44:31]  [44:56]I believe, without doubt, that it would suit our Polish friends, precisely, the same wages. The Dutch would rather lose in this solution. Well good, but I have a feeling, that if we would go this way, in the direction of that possible solution, there are certain traps how to get around this. If we have had the same language for example, the problems would be solved. However, we are all aware that it is not that simple. It definitely will not function. [45:36]	0.0
Yeah so what are those quotas? What are they going to be based on? I don't understand the concept. What you Thomas - you mentioned the limits. Sure. I think you're right about that. Of course, you can drive on the highway from the south from Algeciras to Germany, that's not a problem. That's clear to everybody. But people who fly into our country can be controlled. And people who are hiding in trucks should also be able to be controlled. Be it the police or the gendarmerie or the border guards, but if we don't do that, everybody will come into my house and I don't intend to accept that. And I think where something can be done, something should be done.	de	[28:11] Ja also, was sind das für Quoten? Worauf sollen sie beruhen? Ich verstehe das Konzept nicht. Was du Thomas – du erwähntest die Grenzen. Sicher. Da hast du schon recht. Natürlich kann man über die Autobahn von Süden von Algeciras bis nach Deutschland fahren, das ist kein Problem. Das ist allen klar. Aber Leute, die in unser Land rein fliegen, da kann man schon kontrollieren. Und Leute, die sich da in LKWs verstecken, das soll man auch kontrollieren können. Sei es die Polizei oder die Gendarmerie, oder die Grenzwache sonst, aber wenn wir das nicht tun, wird jeder in mein Haus reinkommen und das habe ich nicht vor, anzunehmen. Und ich glaube da, wo was zu machen ist, sollte man was unternehmen. [29:12]	0.0
I think we are talking about Europe, in general we cannot stop at the borders of Europe. We live on a planet in a globalized world and we cannot limit ourselves to welcoming those we need and leaving the others outside our borders. We cannot steal the fundamental basis, the basis of life of these people. So we cannot allow these people to come to us, knock on the door, we tell them: no.	fr	[29:38] Moi je pense que nous parlons de l’Europe, en général on ne peut pas s’arrêter aux frontières de l’Europe. Nous vivons sur une planète dans un monde globalisé, mondialisé et nous ne nous pouvons en tout cas pas limiter à accueillir ceux dont nous avons besoin et laisser les autres en hors de nos frontières. Nous ne pouvons pas voler la base fondamentale, la base de vie de ces gens-là. Donc nous ne pouvons pas permettre que ces gens-là viennent chez nous, frappe à la porte, on leur dit : non. [30:18]	0.0
